*Tele EF EB theta(degree) phi(degree)
   8 25  1       72.2076     175.824
   8 25  2       72.2212     175.463
   8 25  3       72.2354     175.101
   8 25  4       72.2503     174.738
   8 25  5       72.2659     174.375
   8 25  6       72.2822     174.012
   8 25  7       72.2992     173.649
   8 25  8       72.3168     173.286
   8 25  9       72.3351     172.922
   8 25 10       72.3541     172.558
   8 25 11       72.3738     172.194
   8 25 12       72.3941     171.831
   8 25 13       72.4151     171.467
   8 25 14       72.4368     171.102
   8 25 15       72.4592     170.738
   8 25 16       72.4822     170.374
   8 25 17       72.5059     170.011
   8 25 18       72.5303     169.647
   8 25 19       72.5553     169.283
   8 25 20       72.5810     168.919
   8 25 21       72.6073     168.556
   8 25 22       72.6343     168.193
   8 25 23       72.6619     167.830
   8 25 24       72.6902     167.467
   8 25 25       72.7191     167.105
   8 25 26       72.7487     166.743
   8 25 27       72.7788     166.381
   8 25 28       72.8096     166.020
   8 25 29       72.8410     165.659
   8 25 30       72.8730     165.298
   8 25 31       72.9057     164.938
   8 26  0       72.5399     176.197
   8 26  1       72.5530     175.836
   8 26  2       72.5667     175.475
   8 26  3       72.5811     175.114
   8 26  4       72.5961     174.752
   8 26  5       72.6119     174.390
   8 26  6       72.6283     174.028
   8 26  7       72.6453     173.666
   8 26  8       72.6630     173.303
   8 26  9       72.6814     172.941
   8 26 10       72.7005     172.578
   8 26 11       72.7202     172.215
   8 26 12       72.7406     171.851
   8 26 13       72.7616     171.488
   8 26 14       72.7833     171.125
   8 26 15       72.8056     170.762
   8 26 16       72.8286     170.399
   8 26 17       72.8523     170.036
   8 26 18       72.8766     169.673
   8 26 19       72.9016     169.310
   8 26 20       72.9271     168.947
   8 26 21       72.9534     168.584
   8 26 22       72.9802     168.222
   8 26 23       73.0077     167.860
   8 26 24       73.0359     167.498
   8 26 25       73.0646     167.136
   8 26 26       73.0940     166.775
   8 26 27       73.1240     166.414
   8 26 28       73.1546     166.053
   8 26 29       73.1857     165.693
   8 26 30       73.2175     165.334
   8 26 31       73.2499     164.974
   8 27  0       72.8848     176.208
   8 27  1       72.8981     175.848
   8 27  2       72.9120     175.488
   8 27  3       72.9265     175.127
   8 27  4       72.9417     174.767
   8 27  5       72.9575     174.406
   8 27  6       72.9740     174.044
   8 27  7       72.9912     173.683
   8 27  8       73.0090     173.321
   8 27  9       73.0275     172.959
   8 27 10       73.0466     172.597
   8 27 11       73.0663     172.235
   8 27 12       73.0867     171.872
   8 27 13       73.1078     171.510
   8 27 14       73.1295     171.148
   8 27 15       73.1518     170.785
   8 27 16       73.1748     170.423
   8 27 17       73.1984     170.061
   8 27 18       73.2226     169.698
   8 27 19       73.2475     169.336
   8 27 20       73.2730     168.974
   8 27 21       73.2992     168.612
   8 27 22       73.3259     168.251
   8 27 23       73.3533     167.890
   8 27 24       73.3813     167.528
   8 27 25       73.4098     167.168
   8 27 26       73.4390     166.807
   8 27 27       73.4688     166.447
   8 27 28       73.4992     166.087
   8 27 29       73.5302     165.728
   8 27 30       73.5618     165.369
   8 27 31       73.5939     165.010
   8 28  0       73.2294     176.219
   8 28  1       73.2428     175.860
   8 28  2       73.2569     175.500
   8 28  3       73.2716     175.141
   8 28  4       73.2870     174.781
   8 28  5       73.3029     174.421
   8 28  6       73.3195     174.060
   8 28  7       73.3368     173.699
   8 28  8       73.3547     173.338
   8 28  9       73.3732     172.977
   8 28 10       73.3924     172.616
   8 28 11       73.4122     172.255
   8 28 12       73.4326     171.893
   8 28 13       73.4537     171.532
   8 28 14       73.4754     171.170
   8 28 15       73.4977     170.808
   8 28 16       73.5206     170.447
   8 28 17       73.5442     170.085
   8 28 18       73.5684     169.724
   8 28 19       73.5932     169.363
   8 28 20       73.6186     169.002
   8 28 21       73.6446     168.641
   8 28 22       73.6713     168.280
   8 28 23       73.6985     167.919
   8 28 24       73.7264     167.559
   8 28 25       73.7548     167.199
   8 28 26       73.7838     166.839
   8 28 27       73.8134     166.480
   8 28 28       73.8436     166.121
   8 28 29       73.8744     165.762
   8 28 30       73.9057     165.404
   8 28 31       73.9376     165.046
   8 29  0       73.5737     176.230
   8 29  1       73.5873     175.871
   8 29  2       73.6016     175.513
   8 29  3       73.6164     175.154
   8 29  4       73.6319     174.795
   8 29  5       73.6480     174.436
   8 29  6       73.6647     174.076
   8 29  7       73.6821     173.716
   8 29  8       73.7001     173.356
   8 29  9       73.7187     172.996
   8 29 10       73.7379     172.635
   8 29 11       73.7577     172.274
   8 29 12       73.7782     171.914
   8 29 13       73.7993     171.553
   8 29 14       73.8210     171.192
   8 29 15       73.8433     170.832
   8 29 16       73.8662     170.471
   8 29 17       73.8897     170.110
   8 29 18       73.9138     169.750
   8 29 19       73.9386     169.389
   8 29 20       73.9639     169.029
   8 29 21       73.9898     168.668
   8 29 22       74.0163     168.308
   8 29 23       74.0435     167.949
   8 29 24       74.0712     167.589
   8 29 25       74.0994     167.230
   8 29 26       74.1283     166.871
   8 29 27       74.1577     166.512
   8 29 28       74.1877     166.154
   8 29 29       74.2183     165.796
   8 29 30       74.2494     165.439
   8 29 31       74.2810     165.082
   8 30  0       73.9177     176.240
   8 30  1       73.9315     175.883
   8 30  2       73.9459     175.525
   8 30  3       73.9609     175.167
   8 30  4       73.9765     174.809
   8 30  5       73.9927     174.450
   8 30  6       74.0096     174.092
   8 30  7       74.0270     173.732
   8 30  8       74.0451     173.373
   8 30  9       74.0638     173.014
   8 30 10       74.0830     172.654
   8 30 11       74.1029     172.294
   8 30 12       74.1234     171.934
   8 30 13       74.1445     171.574
   8 30 14       74.1662     171.215
   8 30 15       74.1885     170.855
   8 30 16       74.2114     170.495
   8 30 17       74.2349     170.135
   8 30 18       74.2589     169.775
   8 30 19       74.2836     169.415
   8 30 20       74.3088     169.056
   8 30 21       74.3347     168.696
   8 30 22       74.3611     168.337
   8 30 23       74.3881     167.978
   8 30 24       74.4156     167.619
   8 30 25       74.4437     167.261
   8 30 26       74.4724     166.903
   8 30 27       74.5016     166.545
   8 30 28       74.5314     166.187
   8 30 29       74.5618     165.830
   8 30 30       74.5927     165.474
   8 30 31       74.6241     165.117
   8 31  0       74.2613     176.251
   8 31  1       74.2752     175.895
   8 31  2       74.2898     175.538
   8 31  3       74.3050     175.181
   8 31  4       74.3207     174.823
   8 31  5       74.3371     174.465
   8 31  6       74.3541     174.107
   8 31  7       74.3716     173.749
   8 31  8       74.3898     173.390
   8 31  9       74.4085     173.032
   8 31 10       74.4278     172.673
   8 31 11       74.4478     172.314
   8 31 12       74.4683     171.955
   8 31 13       74.4894     171.596
   8 31 14       74.5111     171.237
   8 31 15       74.5334     170.877
   8 31 16       74.5562     170.518
   8 31 17       74.5797     170.159
   8 31 18       74.6037     169.800
   8 31 19       74.6283     169.441
   8 31 20       74.6534     169.083
   8 31 21       74.6791     168.724
   8 31 22       74.7054     168.366
   8 31 23       74.7323     168.007
   8 31 24       74.7597     167.649
   8 31 25       74.7877     167.292
   8 31 26       74.8162     166.934
   8 31 27       74.8452     166.577
   8 31 28       74.8748     166.221
   8 31 29       74.9050     165.864
   8 31 30       74.9356     165.508
   8 31 31       74.9668     165.153
   9  0  0       63.8063     191.071
   9  0  1       63.7820     190.692
   9  0  2       63.7586     190.311
   9  0  3       63.7363     189.930
   9  0  4       63.7149     189.549
   9  0  5       63.6945     189.167
   9  0  6       63.6751     188.784
   9  0  7       63.6567     188.401
   9  0  8       63.6393     188.017
   9  0  9       63.6229     187.633
   9  0 10       63.6075     187.249
   9  0 11       63.5932     186.865
   9  0 12       63.5799     186.480
   9  0 13       63.5675     186.094
   9  0 14       63.5563     185.709
   9  0 15       63.5460     185.323
   9  0 16       63.5368     184.937
   9  0 17       63.5286     184.551
   9  0 18       63.5215     184.165
   9  0 19       63.5154     183.779
   9  0 20       63.5103     183.393
   9  0 21       63.5063     183.007
   9  0 22       63.5033     182.621
   9  0 23       63.5013     182.235
   9  0 24       63.5004     181.849
   9  0 25       63.5006     181.463
   9  0 26       63.5017     181.077
   9  0 27       63.5039     180.692
   9  0 28       63.5072     180.307
   9  0 29       63.5114     179.922
   9  0 30       63.5167     179.538
   9  0 31       63.5230     179.154
   9  1  0       64.1478     191.048
   9  1  1       64.1238     190.669
   9  1  2       64.1007     190.289
   9  1  3       64.0786     189.909
   9  1  4       64.0574     189.529
   9  1  5       64.0373     189.147
   9  1  6       64.0181     188.766
   9  1  7       63.9999     188.384
   9  1  8       63.9826     188.001
   9  1  9       63.9664     187.618
   9  1 10       63.9512     187.235
   9  1 11       63.9370     186.851
   9  1 12       63.9237     186.467
   9  1 13       63.9115     186.082
   9  1 14       63.9003     185.698
   9  1 15       63.8902     185.313
   9  1 16       63.8810     184.928
   9  1 17       63.8729     184.543
   9  1 18       63.8658     184.158
   9  1 19       63.8597     183.773
   9  1 20       63.8546     183.388
   9  1 21       63.8506     183.002
   9  1 22       63.8476     182.617
   9  1 23       63.8456     182.232
   9  1 24       63.8446     181.847
   9  1 25       63.8447     181.462
   9  1 26       63.8457     181.078
   9  1 27       63.8478     180.693
   9  1 28       63.8510     180.309
   9  1 29       63.8551     179.925
   9  1 30       63.8602     179.542
   9  1 31       63.8664     179.158
   9  2  0       64.4898     191.024
   9  2  1       64.4660     190.646
   9  2  2       64.4432     190.268
   9  2  3       64.4213     189.888
   9  2  4       64.4004     189.509
   9  2  5       64.3804     189.128
   9  2  6       64.3614     188.748
   9  2  7       64.3434     188.366
   9  2  8       64.3263     187.985
   9  2  9       64.3103     187.602
   9  2 10       64.2952     187.220
   9  2 11       64.2811     186.837
   9  2 12       64.2680     186.454
   9  2 13       64.2559     186.071
   9  2 14       64.2448     185.687
   9  2 15       64.2347     185.303
   9  2 16       64.2256     184.919
   9  2 17       64.2175     184.535
   9  2 18       64.2104     184.151
   9  2 19       64.2043     183.767
   9  2 20       64.1993     183.382
   9  2 21       64.1952     182.998
   9  2 22       64.1922     182.614
   9  2 23       64.1901     182.230
   9  2 24       64.1891     181.846
   9  2 25       64.1891     181.462
   9  2 26       64.1901     181.078
   9  2 27       64.1921     180.695
   9  2 28       64.1951     180.311
   9  2 29       64.1991     179.928
   9  2 30       64.2041     179.546
   9  2 31       64.2101     179.163
   9  3  0       64.8320     191.001
   9  3  1       64.8085     190.624
   9  3  2       64.7859     190.246
   9  3  3       64.7643     189.868
   9  3  4       64.7436     189.489
   9  3  5       64.7239     189.109
   9  3  6       64.7051     188.729
   9  3  7       64.6872     188.349
   9  3  8       64.6704     187.968
   9  3  9       64.6544     187.587
   9  3 10       64.6395     187.205
   9  3 11       64.6255     186.824
   9  3 12       64.6126     186.441
   9  3 13       64.6006     186.059
   9  3 14       64.5896     185.676
   9  3 15       64.5795     185.293
   9  3 16       64.5705     184.910
   9  3 17       64.5624     184.527
   9  3 18       64.5554     184.144
   9  3 19       64.5493     183.760
   9  3 20       64.5443     183.377
   9  3 21       64.5402     182.994
   9  3 22       64.5371     182.610
   9  3 23       64.5351     182.227
   9  3 24       64.5340     181.844
   9  3 25       64.5339     181.461
   9  3 26       64.5348     181.078
   9  3 27       64.5367     180.696
   9  3 28       64.5396     180.313
   9  3 29       64.5435     179.931
   9  3 30       64.5484     179.550
   9  3 31       64.5542     179.168
   9  4  0       65.1745     190.978
   9  4  1       65.1513     190.601
   9  4  2       65.1290     190.224
   9  4  3       65.1076     189.847
   9  4  4       65.0872     189.469
   9  4  5       65.0676     189.090
   9  4  6       65.0490     188.711
   9  4  7       65.0314     188.332
   9  4  8       65.0147     187.952
   9  4  9       64.9989     187.572
   9  4 10       64.9842     187.191
   9  4 11       64.9703     186.810
   9  4 12       64.9575     186.429
   9  4 13       64.9456     186.047
   9  4 14       64.9346     185.665
   9  4 15       64.9247     185.283
   9  4 16       64.9157     184.901
   9  4 17       64.9077     184.519
   9  4 18       64.9007     184.137
   9  4 19       64.8947     183.754
   9  4 20       64.8896     183.372
   9  4 21       64.8855     182.989
   9  4 22       64.8824     182.607
   9  4 23       64.8803     182.225
   9  4 24       64.8792     181.843
   9  4 25       64.8790     181.460
   9  4 26       64.8798     181.079
   9  4 27       64.8816     180.697
   9  4 28       64.8844     180.315
   9  4 29       64.8882     179.934
   9  4 30       64.8929     179.554
   9  4 31       64.8986     179.173
   9  5  0       65.5174     190.954
   9  5  1       65.4944     190.579
   9  5  2       65.4724     190.203
   9  5  3       65.4512     189.826
   9  5  4       65.4310     189.449
   9  5  5       65.4117     189.072
   9  5  6       65.3933     188.694
   9  5  7       65.3759     188.315
   9  5  8       65.3593     187.936
   9  5  9       65.3437     187.556
   9  5 10       65.3291     187.177
   9  5 11       65.3154     186.797
   9  5 12       65.3027     186.416
   9  5 13       65.2909     186.036
   9  5 14       65.2800     185.655
   9  5 15       65.2702     185.274
   9  5 16       65.2612     184.892
   9  5 17       65.2533     184.511
   9  5 18       65.2463     184.130
   9  5 19       65.2403     183.748
   9  5 20       65.2352     183.367
   9  5 21       65.2311     182.985
   9  5 22       65.2280     182.604
   9  5 23       65.2258     182.222
   9  5 24       65.2246     181.841
   9  5 25       65.2244     181.460
   9  5 26       65.2252     181.079
   9  5 27       65.2269     180.698
   9  5 28       65.2295     180.318
   9  5 29       65.2331     179.937
   9  5 30       65.2377     179.557
   9  5 31       65.2432     179.178
   9  6  0       65.8605     190.931
   9  6  1       65.8378     190.557
   9  6  2       65.8160     190.182
   9  6  3       65.7951     189.806
   9  6  4       65.7751     189.430
   9  6  5       65.7560     189.053
   9  6  6       65.7378     188.676
   9  6  7       65.7206     188.298
   9  6  8       65.7042     187.920
   9  6  9       65.6888     187.541
   9  6 10       65.6743     187.162
   9  6 11       65.6607     186.783
   9  6 12       65.6481     186.404
   9  6 13       65.6364     186.024
   9  6 14       65.6257     185.644
   9  6 15       65.6159     185.264
   9  6 16       65.6070     184.884
   9  6 17       65.5991     184.503
   9  6 18       65.5922     184.123
   9  6 19       65.5861     183.742
   9  6 20       65.5811     183.361
   9  6 21       65.5770     182.981
   9  6 22       65.5738     182.600
   9  6 23       65.5716     182.220
   9  6 24       65.5704     181.839
   9  6 25       65.5701     181.459
   9  6 26       65.5707     181.079
   9  6 27       65.5723     180.699
   9  6 28       65.5749     180.320
   9  6 29       65.5784     179.940
   9  6 30       65.5828     179.561
   9  6 31       65.5882     179.183
   9  7  0       66.2038     190.908
   9  7  1       66.1814     190.535
   9  7  2       66.1599     190.160
   9  7  3       66.1392     189.786
   9  7  4       66.1195     189.410
   9  7  5       66.1006     189.034
   9  7  6       66.0826     188.658
   9  7  7       66.0655     188.281
   9  7  8       66.0494     187.904
   9  7  9       66.0341     187.526
   9  7 10       66.0198     187.148
   9  7 11       66.0063     186.770
   9  7 12       65.9938     186.391
   9  7 13       65.9822     186.012
   9  7 14       65.9716     185.633
   9  7 15       65.9618     185.254
   9  7 16       65.9530     184.875
   9  7 17       65.9452     184.495
   9  7 18       65.9383     184.116
   9  7 19       65.9323     183.736
   9  7 20       65.9272     183.356
   9  7 21       65.9231     182.977
   9  7 22       65.9199     182.597
   9  7 23       65.9177     182.217
   9  7 24       65.9164     181.838
   9  7 25       65.9160     181.459
   9  7 26       65.9166     181.079
   9  7 27       65.9181     180.700
   9  7 28       65.9205     180.322
   9  7 29       65.9239     179.943
   9  7 30       65.9281     179.565
   9  7 31       65.9334     179.187
   9  8  0       66.5474     190.885
   9  8  1       66.5253     190.513
   9  8  2       66.5040     190.139
   9  8  3       66.4836     189.765
   9  8  4       66.4640     189.391
   9  8  5       66.4454     189.016
   9  8  6       66.4276     188.640
   9  8  7       66.4107     188.264
   9  8  8       66.3947     187.888
   9  8  9       66.3796     187.511
   9  8 10       66.3654     187.134
   9  8 11       66.3521     186.757
   9  8 12       66.3397     186.379
   9  8 13       66.3282     186.001
   9  8 14       66.3177     185.623
   9  8 15       66.3080     185.244
   9  8 16       66.2993     184.866
   9  8 17       66.2915     184.487
   9  8 18       66.2846     184.109
   9  8 19       66.2786     183.730
   9  8 20       66.2735     183.351
   9  8 21       66.2694     182.972
   9  8 22       66.2662     182.594
   9  8 23       66.2639     182.215
   9  8 24       66.2626     181.836
   9  8 25       66.2621     181.458
   9  8 26       66.2626     181.080
   9  8 27       66.2640     180.702
   9  8 28       66.2663     180.324
   9  8 29       66.2695     179.946
   9  8 30       66.2737     179.569
   9  8 31       66.2787     179.192
   9  9  0       66.8911     190.863
   9  9  1       66.8693     190.491
   9  9  2       66.8483     190.118
   9  9  3       66.8281     189.745
   9  9  4       66.8088     189.371
   9  9  5       66.7904     188.997
   9  9  6       66.7728     188.623
   9  9  7       66.7561     188.248
   9  9  8       66.7403     187.872
   9  9  9       66.7253     187.496
   9  9 10       66.7113     187.120
   9  9 11       66.6981     186.743
   9  9 12       66.6858     186.367
   9  9 13       66.6745     185.990
   9  9 14       66.6640     185.612
   9  9 15       66.6544     185.235
   9  9 16       66.6457     184.857
   9  9 17       66.6379     184.479
   9  9 18       66.6311     184.102
   9  9 19       66.6251     183.724
   9  9 20       66.6201     183.346
   9  9 21       66.6159     182.968
   9  9 22       66.6127     182.590
   9  9 23       66.6104     182.212
   9  9 24       66.6089     181.835
   9  9 25       66.6084     181.457
   9  9 26       66.6088     181.080
   9  9 27       66.6101     180.703
   9  9 28       66.6123     180.326
   9  9 29       66.6154     179.949
   9  9 30       66.6194     179.573
   9  9 31       66.6243     179.197
   9 10  0       67.2351     190.840
   9 10  1       67.2135     190.469
   9 10  2       67.1927     190.097
   9 10  3       67.1728     189.725
   9 10  4       67.1537     189.352
   9 10  5       67.1355     188.979
   9 10  6       67.1181     188.605
   9 10  7       67.1016     188.231
   9 10  8       67.0860     187.856
   9 10  9       67.0712     187.481
   9 10 10       67.0573     187.106
   9 10 11       67.0443     186.730
   9 10 12       67.0321     186.354
   9 10 13       67.0208     185.978
   9 10 14       67.0104     185.602
   9 10 15       67.0009     185.225
   9 10 16       66.9923     184.849
   9 10 17       66.9846     184.472
   9 10 18       66.9777     184.095
   9 10 19       66.9718     183.718
   9 10 20       66.9668     183.341
   9 10 21       66.9626     182.964
   9 10 22       66.9593     182.587
   9 10 23       66.9570     182.210
   9 10 24       66.9555     181.833
   9 10 25       66.9549     181.457
   9 10 26       66.9552     181.080
   9 10 27       66.9564     180.704
   9 10 28       66.9585     180.328
   9 10 29       66.9615     179.952
   9 10 30       66.9653     179.577
   9 10 31       66.9701     179.202
   9 11  0       67.5791     190.817
   9 11  1       67.5578     190.447
   9 11  2       67.5373     190.076
   9 11  3       67.5176     189.705
   9 11  4       67.4988     189.333
   9 11  5       67.4808     188.961
   9 11  6       67.4636     188.588
   9 11  7       67.4473     188.214
   9 11  8       67.4318     187.841
   9 11  9       67.4172     187.466
   9 11 10       67.4034     187.092
   9 11 11       67.3905     186.717
   9 11 12       67.3785     186.342
   9 11 13       67.3673     185.967
   9 11 14       67.3570     185.591
   9 11 15       67.3476     185.216
   9 11 16       67.3390     184.840
   9 11 17       67.3314     184.464
   9 11 18       67.3246     184.088
   9 11 19       67.3186     183.712
   9 11 20       67.3136     183.336
   9 11 21       67.3094     182.960
   9 11 22       67.3061     182.584
   9 11 23       67.3037     182.208
   9 11 24       67.3022     181.832
   9 11 25       67.3015     181.456
   9 11 26       67.3017     181.080
   9 11 27       67.3028     180.705
   9 11 28       67.3048     180.330
   9 11 29       67.3077     179.955
   9 11 30       67.3114     179.581
   9 11 31       67.3159     179.206
   9 12  0       67.9233     190.795
   9 12  1       67.9022     190.426
   9 12  2       67.8820     190.056
   9 12  3       67.8626     189.685
   9 12  4       67.8440     189.314
   9 12  5       67.8262     188.942
   9 12  6       67.8092     188.570
   9 12  7       67.7931     188.198
   9 12  8       67.7778     187.825
   9 12  9       67.7633     187.452
   9 12 10       67.7497     187.078
   9 12 11       67.7370     186.704
   9 12 12       67.7250     186.330
   9 12 13       67.7140     185.956
   9 12 14       67.7038     185.581
   9 12 15       67.6944     185.206
   9 12 16       67.6859     184.831
   9 12 17       67.6783     184.456
   9 12 18       67.6715     184.081
   9 12 19       67.6656     183.706
   9 12 20       67.6605     183.331
   9 12 21       67.6563     182.955
   9 12 22       67.6530     182.580
   9 12 23       67.6506     182.205
   9 12 24       67.6490     181.830
   9 12 25       67.6483     181.455
   9 12 26       67.6484     181.081
   9 12 27       67.6494     180.706
   9 12 28       67.6512     180.332
   9 12 29       67.6540     179.958
   9 12 30       67.6575     179.584
   9 12 31       67.6619     179.211
   9 13  0       68.2675     190.773
   9 13  1       68.2468     190.404
   9 13  2       68.2268     190.035
   9 13  3       68.2076     189.665
   9 13  4       68.1892     189.295
   9 13  5       68.1717     188.924
   9 13  6       68.1549     188.553
   9 13  7       68.1390     188.181
   9 13  8       68.1239     187.809
   9 13  9       68.1096     187.437
   9 13 10       68.0961     187.064
   9 13 11       68.0835     186.691
   9 13 12       68.0717     186.318
   9 13 13       68.0607     185.944
   9 13 14       68.0506     185.571
   9 13 15       68.0413     185.197
   9 13 16       68.0328     184.823
   9 13 17       68.0252     184.449
   9 13 18       68.0185     184.074
   9 13 19       68.0126     183.700
   9 13 20       68.0076     183.326
   9 13 21       68.0034     182.951
   9 13 22       68.0000     182.577
   9 13 23       67.9975     182.203
   9 13 24       67.9959     181.829
   9 13 25       67.9951     181.455
   9 13 26       67.9951     181.081
   9 13 27       67.9960     180.707
   9 13 28       67.9978     180.334
   9 13 29       68.0003     179.961
   9 13 30       68.0038     179.588
   9 13 31       68.0080     179.216
   9 14  0       68.6119     190.750
   9 14  1       68.5914     190.383
   9 14  2       68.5717     190.014
   9 14  3       68.5527     189.645
   9 14  4       68.5346     189.276
   9 14  5       68.5172     188.906
   9 14  6       68.5007     188.536
   9 14  7       68.4849     188.165
   9 14  8       68.4700     187.794
   9 14  9       68.4558     187.422
   9 14 10       68.4425     187.051
   9 14 11       68.4300     186.678
   9 14 12       68.4183     186.306
   9 14 13       68.4075     185.933
   9 14 14       68.3974     185.560
   9 14 15       68.3882     185.187
   9 14 16       68.3798     184.814
   9 14 17       68.3723     184.441
   9 14 18       68.3656     184.067
   9 14 19       68.3597     183.694
   9 14 20       68.3547     183.321
   9 14 21       68.3504     182.947
   9 14 22       68.3471     182.574
   9 14 23       68.3445     182.200
   9 14 24       68.3428     181.827
   9 14 25       68.3420     181.454
   9 14 26       68.3419     181.081
   9 14 27       68.3427     180.708
   9 14 28       68.3443     180.336
   9 14 29       68.3468     179.964
   9 14 30       68.3501     179.592
   9 14 31       68.3542     179.220
   9 15  0       68.9562     190.728
   9 15  1       68.9360     190.361
   9 15  2       68.9166     189.994
   9 15  3       68.8979     189.626
   9 15  4       68.8800     189.257
   9 15  5       68.8628     188.888
   9 15  6       68.8465     188.519
   9 15  7       68.8309     188.149
   9 15  8       68.8161     187.778
   9 15  9       68.8022     187.408
   9 15 10       68.7890     187.037
   9 15 11       68.7766     186.666
   9 15 12       68.7650     186.294
   9 15 13       68.7543     185.922
   9 15 14       68.7443     185.550
   9 15 15       68.7352     185.178
   9 15 16       68.7269     184.806
   9 15 17       68.7194     184.433
   9 15 18       68.7127     184.061
   9 15 19       68.7068     183.688
   9 15 20       68.7018     183.316
   9 15 21       68.6976     182.943
   9 15 22       68.6942     182.570
   9 15 23       68.6916     182.198
   9 15 24       68.6898     181.826
   9 15 25       68.6889     181.453
   9 15 26       68.6888     181.081
   9 15 27       68.6894     180.710
   9 15 28       68.6910     180.338
   9 15 29       68.6933     179.967
   9 15 30       68.6964     179.596
   9 15 31       68.7003     179.225
   9 16  0       69.3006     190.706
   9 16  1       69.2807     190.340
   9 16  2       69.2615     189.973
   9 16  3       69.2430     189.606
   9 16  4       69.2253     189.239
   9 16  5       69.2084     188.870
   9 16  6       69.1923     188.502
   9 16  7       69.1769     188.133
   9 16  8       69.1623     187.763
   9 16  9       69.1485     187.393
   9 16 10       69.1355     187.023
   9 16 11       69.1232     186.653
   9 16 12       69.1118     186.282
   9 16 13       69.1011     185.911
   9 16 14       69.0913     185.540
   9 16 15       69.0822     185.169
   9 16 16       69.0739     184.797
   9 16 17       69.0665     184.426
   9 16 18       69.0598     184.054
   9 16 19       69.0540     183.682
   9 16 20       69.0489     183.311
   9 16 21       69.0447     182.939
   9 16 22       69.0413     182.567
   9 16 23       69.0386     182.196
   9 16 24       69.0368     181.824
   9 16 25       69.0358     181.453
   9 16 26       69.0356     181.082
   9 16 27       69.0362     180.711
   9 16 28       69.0376     180.340
   9 16 29       69.0398     179.970
   9 16 30       69.0428     179.599
   9 16 31       69.0465     179.230
   9 17  0       69.6450     190.684
   9 17  1       69.6253     190.319
   9 17  2       69.6064     189.953
   9 17  3       69.5882     189.587
   9 17  4       69.5707     189.220
   9 17  5       69.5540     188.853
   9 17  6       69.5381     188.485
   9 17  7       69.5229     188.116
   9 17  8       69.5085     187.748
   9 17  9       69.4948     187.379
   9 17 10       69.4819     187.010
   9 17 11       69.4698     186.640
   9 17 12       69.4585     186.270
   9 17 13       69.4479     185.900
   9 17 14       69.4382     185.530
   9 17 15       69.4292     185.159
   9 17 16       69.4210     184.789
   9 17 17       69.4136     184.418
   9 17 18       69.4070     184.047
   9 17 19       69.4011     183.676
   9 17 20       69.3961     183.306
   9 17 21       69.3918     182.935
   9 17 22       69.3884     182.564
   9 17 23       69.3857     182.193
   9 17 24       69.3838     181.823
   9 17 25       69.3827     181.452
   9 17 26       69.3824     181.082
   9 17 27       69.3829     180.712
   9 17 28       69.3842     180.342
   9 17 29       69.3863     179.972
   9 17 30       69.3891     179.603
   9 17 31       69.3927     179.234
   9 18  0       69.9893     190.662
   9 18  1       69.9699     190.298
   9 18  2       69.9512     189.933
   9 18  3       69.9333     189.567
   9 18  4       69.9161     189.201
   9 18  5       69.8996     188.835
   9 18  6       69.8838     188.468
   9 18  7       69.8688     188.100
   9 18  8       69.8546     187.733
   9 18  9       69.8411     187.365
   9 18 10       69.8284     186.996
   9 18 11       69.8164     186.627
   9 18 12       69.8052     186.258
   9 18 13       69.7947     185.889
   9 18 14       69.7851     185.520
   9 18 15       69.7761     185.150
   9 18 16       69.7680     184.780
   9 18 17       69.7606     184.411
   9 18 18       69.7540     184.041
   9 18 19       69.7482     183.671
   9 18 20       69.7432     183.301
   9 18 21       69.7389     182.931
   9 18 22       69.7354     182.561
   9 18 23       69.7327     182.191
   9 18 24       69.7308     181.821
   9 18 25       69.7296     181.452
   9 18 26       69.7292     181.082
   9 18 27       69.7296     180.713
   9 18 28       69.7308     180.344
   9 18 29       69.7327     179.975
   9 18 30       69.7354     179.607
   9 18 31       69.7389     179.239
   9 19  0       70.3336     190.641
   9 19  1       70.3145     190.277
   9 19  2       70.2960     189.913
   9 19  3       70.2783     189.548
   9 19  4       70.2614     189.183
   9 19  5       70.2451     188.817
   9 19  6       70.2295     188.451
   9 19  7       70.2147     188.084
   9 19  8       70.2007     187.718
   9 19  9       70.1873     187.350
   9 19 10       70.1747     186.983
   9 19 11       70.1629     186.615
   9 19 12       70.1518     186.247
   9 19 13       70.1415     185.878
   9 19 14       70.1319     185.510
   9 19 15       70.1230     185.141
   9 19 16       70.1149     184.772
   9 19 17       70.1076     184.403
   9 19 18       70.1011     184.034
   9 19 19       70.0953     183.665
   9 19 20       70.0902     183.296
   9 19 21       70.0859     182.927
   9 19 22       70.0824     182.558
   9 19 23       70.0797     182.189
   9 19 24       70.0777     181.820
   9 19 25       70.0764     181.451
   9 19 26       70.0760     181.082
   9 19 27       70.0762     180.714
   9 19 28       70.0773     180.346
   9 19 29       70.0791     179.978
   9 19 30       70.0816     179.610
   9 19 31       70.0850     179.243
   9 20  0       70.6778     190.619
   9 20  1       70.6589     190.256
   9 20  2       70.6408     189.893
   9 20  3       70.6233     189.529
   9 20  4       70.6065     189.165
   9 20  5       70.5905     188.800
   9 20  6       70.5752     188.434
   9 20  7       70.5605     188.069
   9 20  8       70.5466     187.703
   9 20  9       70.5335     187.336
