*Tele	EF	EB	theta	phi
0	0	0	25.7879	-176.424
0	0	1	25.7781	-177.167
0	0	2	25.7722	-177.912
0	0	3	25.77	-178.658
0	0	4	25.7717	-179.404
0	0	5	25.7771	179.849
0	0	6	25.7864	179.102
0	0	7	25.7995	178.356
0	0	8	25.8164	177.609
0	0	9	25.8372	176.864
0	0	10	25.8617	176.119
0	0	11	25.89	175.376
0	0	12	25.9222	174.633
0	0	13	25.9581	173.893
0	0	14	25.9978	173.154
0	0	15	26.0412	172.418
0	0	16	26.0883	171.684
0	0	17	26.1392	170.952
0	0	18	26.1937	170.223
0	0	19	26.2519	169.498
0	0	20	26.3136	168.775
0	0	21	26.379	168.056
0	0	22	26.4479	167.341
0	0	23	26.5204	166.629
0	0	24	26.5963	165.922
0	0	25	26.6756	165.218
0	0	26	26.7584	164.519
0	0	27	26.8444	163.825
0	0	28	26.9338	163.135
0	0	29	27.0265	162.45
0	0	30	27.1223	161.771
0	0	31	27.2213	161.096
0	1	0	26.1113	-176.444
0	1	1	26.1018	-177.179
0	1	2	26.096	-177.916
0	1	3	26.094	-178.654
0	1	4	26.0957	-179.392
0	1	5	26.1012	179.87
0	1	6	26.1105	179.131
0	1	7	26.1235	178.393
0	1	8	26.1403	177.655
0	1	9	26.1608	176.918
0	1	10	26.1852	176.181
0	1	11	26.2132	175.446
0	1	12	26.2451	174.712
0	1	13	26.2806	173.979
0	1	14	26.3199	173.248
0	1	15	26.3628	172.52
0	1	16	26.4095	171.793
0	1	17	26.4597	171.069
0	1	18	26.5137	170.348
0	1	19	26.5712	169.63
0	1	20	26.6323	168.915
0	1	21	26.6969	168.203
0	1	22	26.7651	167.495
0	1	23	26.8367	166.79
0	1	24	26.9117	166.09
0	1	25	26.9902	165.393
0	1	26	27.072	164.701
0	1	27	27.1571	164.013
0	1	28	27.2455	163.329
0	1	29	27.3371	162.651
0	1	30	27.4319	161.977
0	1	31	27.5298	161.308
0	2	0	26.435	-176.464
0	2	1	26.4257	-177.191
0	2	2	26.4201	-177.92
0	2	3	26.4183	-178.649
0	2	4	26.4201	-179.379
0	2	5	26.4256	179.89
0	2	6	26.4348	179.16
0	2	7	26.4478	178.429
0	2	8	26.4645	177.699
0	2	9	26.4849	176.97
0	2	10	26.509	176.242
0	2	11	26.5368	175.514
0	2	12	26.5683	174.788
0	2	13	26.6035	174.063
0	2	14	26.6423	173.34
0	2	15	26.6848	172.619
0	2	16	26.731	171.901
0	2	17	26.7807	171.184
0	2	18	26.8341	170.47
0	2	19	26.8909	169.76
0	2	20	26.9514	169.052
0	2	21	27.0153	168.347
0	2	22	27.0827	167.646
0	2	23	27.1535	166.948
0	2	24	27.2277	166.254
0	2	25	27.3053	165.564
0	2	26	27.3862	164.878
0	2	27	27.4703	164.197
0	2	28	27.5577	163.52
0	2	29	27.6483	162.847
0	2	30	27.742	162.179
0	2	31	27.8389	161.516
0	3	0	26.759	-176.483
0	3	1	26.75	-177.203
0	3	2	26.7446	-177.924
0	3	3	26.7428	-178.645
0	3	4	26.7447	-179.367
0	3	5	26.7503	179.91
0	3	6	26.7595	179.188
0	3	7	26.7724	178.465
0	3	8	26.789	177.743
0	3	9	26.8092	177.022
0	3	10	26.8331	176.301
0	3	11	26.8607	175.581
0	3	12	26.8919	174.863
0	3	13	26.9267	174.146
0	3	14	26.9652	173.43
0	3	15	27.0072	172.717
0	3	16	27.0529	172.005
0	3	17	27.1021	171.296
0	3	18	27.1548	170.59
0	3	19	27.2111	169.886
0	3	20	27.2709	169.186
0	3	21	27.3341	168.488
0	3	22	27.4007	167.793
0	3	23	27.4707	167.103
0	3	24	27.5441	166.415
0	3	25	27.6208	165.732
0	3	26	27.7008	165.052
0	3	27	27.7841	164.377
0	3	28	27.8705	163.706
0	3	29	27.9601	163.039
0	3	30	28.0528	162.377
0	3	31	28.1485	161.72
0	4	0	27.0833	-176.502
0	4	1	27.0745	-177.214
0	4	2	27.0693	-177.927
0	4	3	27.0677	-178.641
0	4	4	27.0696	-179.356
0	4	5	27.0752	179.93
0	4	6	27.0845	179.215
0	4	7	27.0973	178.5
0	4	8	27.1138	177.786
0	4	9	27.1339	177.072
0	4	10	27.1576	176.359
0	4	11	27.1849	175.647
0	4	12	27.2158	174.936
0	4	13	27.2503	174.226
0	4	14	27.2883	173.518
0	4	15	27.33	172.812
0	4	16	27.3751	172.108
0	4	17	27.4238	171.406
0	4	18	27.476	170.707
0	4	19	27.5317	170.01
0	4	20	27.5908	169.317
0	4	21	27.6533	168.626
0	4	22	27.7192	167.938
0	4	23	27.7885	167.254
0	4	24	27.861	166.573
0	4	25	27.9369	165.896
0	4	26	28.016	165.223
0	4	27	28.0983	164.554
0	4	28	28.1838	163.889
0	4	29	28.2724	163.228
0	4	30	28.364	162.572
0	4	31	28.4587	161.92
0	5	0	27.4078	-176.521
0	5	1	27.3993	-177.226
0	5	2	27.3942	-177.931
0	5	3	27.3928	-178.637
0	5	4	27.3948	-179.344
0	5	5	27.4005	179.949
0	5	6	27.4097	179.241
0	5	7	27.4225	178.534
0	5	8	27.4388	177.827
0	5	9	27.4588	177.121
0	5	10	27.4823	176.415
0	5	11	27.5094	175.711
0	5	12	27.54	175.007
0	5	13	27.5741	174.305
0	5	14	27.6118	173.605
0	5	15	27.653	172.906
0	5	16	27.6977	172.209
0	5	17	27.7459	171.514
0	5	18	27.7975	170.822
0	5	19	27.8526	170.132
0	5	20	27.9111	169.445
0	5	21	27.9729	168.761
0	5	22	28.0381	168.08
0	5	23	28.1066	167.402
0	5	24	28.1784	166.728
0	5	25	28.2534	166.057
0	5	26	28.3316	165.39
0	5	27	28.413	164.727
0	5	28	28.4975	164.068
0	5	29	28.5852	163.413
0	5	30	28.6758	162.763
0	5	31	28.7695	162.116
0	6	0	27.7326	-176.539
0	6	1	27.7243	-177.237
0	6	2	27.7194	-177.935
0	6	3	27.7181	-178.634
0	6	4	27.7203	-179.333
0	6	5	27.7259	179.967
0	6	6	27.7352	179.268
0	6	7	27.7479	178.568
0	6	8	27.7642	177.868
0	6	9	27.784	177.169
0	6	10	27.8073	176.471
0	6	11	27.8341	175.774
0	6	12	27.8644	175.077
0	6	13	27.8983	174.382
0	6	14	27.9356	173.689
0	6	15	27.9764	172.997
0	6	16	28.0206	172.307
0	6	17	28.0683	171.62
0	6	18	28.1194	170.934
0	6	19	28.1739	170.251
0	6	20	28.2317	169.571
0	6	21	28.2929	168.894
0	6	22	28.3573	168.219
0	6	23	28.4251	167.548
0	6	24	28.4961	166.88
0	6	25	28.5703	166.215
0	6	26	28.6477	165.554
0	6	27	28.7282	164.897
0	6	28	28.8118	164.244
0	6	29	28.8984	163.595
0	6	30	28.9881	162.95
0	6	31	29.0808	162.309
0	7	0	28.0576	-176.557
0	7	1	28.0495	-177.247
0	7	2	28.0449	-177.938
0	7	3	28.0437	-178.63
0	7	4	28.0459	-179.322
0	7	5	28.0516	179.986
0	7	6	28.0608	179.293
0	7	7	28.0735	178.601
0	7	8	28.0897	177.908
0	7	9	28.1094	177.216
0	7	10	28.1325	176.525
0	7	11	28.1591	175.835
0	7	12	28.1892	175.146
0	7	13	28.2227	174.458
0	7	14	28.2596	173.772
0	7	15	28.3	173.087
0	7	16	28.3438	172.404
0	7	17	28.391	171.723
0	7	18	28.4415	171.044
0	7	19	28.4954	170.368
0	7	20	28.5526	169.694
0	7	21	28.6132	169.023
0	7	22	28.6769	168.355
0	7	23	28.744	167.69
0	7	24	28.8142	167.028
0	7	25	28.8876	166.37
0	7	26	28.9641	165.715
0	7	27	29.0437	165.064
0	7	28	29.1264	164.416
0	7	29	29.2122	163.773
0	7	30	29.3009	163.133
0	7	31	29.3925	162.498
0	8	0	28.3829	-176.575
0	8	1	28.375	-177.258
0	8	2	28.3705	-177.942
0	8	3	28.3694	-178.626
0	8	4	28.3717	-179.311
0	8	5	28.3775	-179.996
0	8	6	28.3867	179.318
0	8	7	28.3994	178.633
0	8	8	28.4155	177.947
0	8	9	28.435	177.263
0	8	10	28.4579	176.579
0	8	11	28.4843	175.895
0	8	12	28.5141	175.213
0	8	13	28.5473	174.532
0	8	14	28.5839	173.853
0	8	15	28.6239	173.175
0	8	16	28.6672	172.499
0	8	17	28.7139	171.824
0	8	18	28.764	171.152
0	8	19	28.8173	170.483
0	8	20	28.8739	169.815
0	8	21	28.9338	169.151
0	8	22	28.9969	168.489
0	8	23	29.0632	167.83
0	8	24	29.1326	167.174
0	8	25	29.2052	166.522
0	8	26	29.2809	165.873
0	8	27	29.3597	165.227
0	8	28	29.4415	164.585
0	8	29	29.5263	163.948
0	8	30	29.6141	163.313
0	8	31	29.7047	162.683
0	9	0	28.7082	-176.592
0	9	1	28.7006	-177.268
0	9	2	28.6963	-177.945
0	9	3	28.6953	-178.622
0	9	4	28.6978	-179.301
0	9	5	28.7036	-179.979
0	9	6	28.7128	179.343
0	9	7	28.7254	178.664
0	9	8	28.7414	177.986
0	9	9	28.7608	177.308
0	9	10	28.7836	176.631
0	9	11	28.8097	175.955
0	9	12	28.8393	175.279
0	9	13	28.8722	174.605
0	9	14	28.9084	173.932
0	9	15	28.948	173.261
0	9	16	28.9909	172.591
0	9	17	29.0372	171.924
0	9	18	29.0867	171.258
0	9	19	29.1394	170.595
0	9	20	29.1955	169.934
0	9	21	29.2547	169.275
0	9	22	29.3171	168.62
0	9	23	29.3827	167.967
0	9	24	29.4514	167.317
0	9	25	29.5232	166.671
0	9	26	29.5981	166.027
0	9	27	29.676	165.388
0	9	28	29.757	164.751
0	9	29	29.8408	164.119
0	9	30	29.9276	163.49
0	9	31	30.0173	162.866
0	10	0	29.0338	-176.609
0	10	1	29.0263	-177.278
0	10	2	29.0222	-177.948
0	10	3	29.0214	-178.619
0	10	4	29.0239	-179.29
0	10	5	29.0298	-179.962
0	10	6	29.039	179.367
0	10	7	29.0516	178.695
0	10	8	29.0675	178.023
0	10	9	29.0868	177.352
0	10	10	29.1094	176.682
0	10	11	29.1353	176.012
0	10	12	29.1646	175.344
0	10	13	29.1972	174.676
0	10	14	29.2331	174.01
0	10	15	29.2723	173.345
0	10	16	29.3148	172.682
0	10	17	29.3606	172.021
0	10	18	29.4096	171.362
0	10	19	29.4618	170.705
0	10	20	29.5173	170.05
0	10	21	29.5759	169.398
0	10	22	29.6376	168.748
0	10	23	29.7025	168.101
0	10	24	29.7705	167.458
0	10	25	29.8416	166.817
0	10	26	29.9156	166.179
0	10	27	29.9927	165.545
0	10	28	30.0728	164.914
0	10	29	30.1557	164.287
0	10	30	30.2416	163.664
0	10	31	30.3303	163.044
0	11	0	29.3595	-176.626
0	11	1	29.3522	-177.288
0	11	2	29.3483	-177.951
0	11	3	29.3476	-178.615
0	11	4	29.3502	-179.28
0	11	5	29.3562	-179.945
0	11	6	29.3654	179.39
0	11	7	29.3779	178.725
0	11	8	29.3938	178.06
0	11	9	29.4129	177.396
0	11	10	29.4353	176.732
0	11	11	29.4611	176.069
0	11	12	29.4901	175.407
0	11	13	29.5224	174.746
0	11	14	29.558	174.086
0	11	15	29.5968	173.428
0	11	16	29.6389	172.771
0	11	17	29.6842	172.116
0	11	18	29.7327	171.463
0	11	19	29.7844	170.813
0	11	20	29.8393	170.164
0	11	21	29.8973	169.518
0	11	22	29.9584	168.874
0	11	23	30.0226	168.233
0	11	24	30.0899	167.595
0	11	25	30.1602	166.96
0	11	26	30.2335	166.328
0	11	27	30.3097	165.7
0	11	28	30.3889	165.074
0	11	29	30.471	164.452
0	11	30	30.5559	163.834
0	11	31	30.6437	163.22
0	12	0	29.6852	-176.642
0	12	1	29.6782	-177.298
0	12	2	29.6745	-177.955
0	12	3	29.6739	-178.612
0	12	4	29.6767	-179.27
0	12	5	29.6826	-179.928
0	12	6	29.6919	179.413
0	12	7	29.7044	178.755
0	12	8	29.7201	178.097
0	12	9	29.7392	177.439
0	12	10	29.7614	176.781
0	12	11	29.787	176.125
0	12	12	29.8158	175.469
0	12	13	29.8478	174.815
0	12	14	29.883	174.161
0	12	15	29.9215	173.509
0	12	16	29.9632	172.859
0	12	17	30.008	172.21
0	12	18	30.0561	171.563
0	12	19	30.1072	170.918
0	12	20	30.1615	170.276
0	12	21	30.2189	169.636
0	12	22	30.2794	168.998
0	12	23	30.3429	168.363
0	12	24	30.4095	167.73
0	12	25	30.479	167.101
0	12	26	30.5515	166.474
0	12	27	30.627	165.851
0	12	28	30.7053	165.231
0	12	29	30.7865	164.615
0	12	30	30.8706	164.002
0	12	31	30.9574	163.392
0	13	0	30.0111	-176.658
0	13	1	30.0043	-177.307
0	13	2	30.0008	-177.958
0	13	3	30.0004	-178.609
0	13	4	30.0032	-179.26
0	13	5	30.0092	-179.912
0	13	6	30.0185	179.436
0	13	7	30.0309	178.784
0	13	8	30.0466	178.132
0	13	9	30.0655	177.481
0	13	10	30.0876	176.83
0	13	11	30.113	176.179
0	13	12	30.1415	175.53
0	13	13	30.1733	174.882
0	13	14	30.2082	174.235
0	13	15	30.2463	173.589
0	13	16	30.2876	172.944
0	13	17	30.332	172.302
0	13	18	30.3795	171.661
0	13	19	30.4302	171.022
0	13	20	30.4839	170.386
0	13	21	30.5407	169.751
0	13	22	30.6006	169.119
0	13	23	30.6635	168.49
0	13	24	30.7293	167.863
0	13	25	30.7981	167.239
0	13	26	30.8699	166.618
0	13	27	30.9445	166
0	13	28	31.022	165.385
0	13	29	31.1024	164.774
0	13	30	31.1855	164.166
0	13	31	31.2714	163.561
0	14	0	30.3371	-176.673
0	14	1	30.3305	-177.317
0	14	2	30.3271	-177.961
0	14	3	30.3268	-178.605
0	14	4	30.3298	-179.251
0	14	5	30.3358	-179.896
0	14	6	30.3451	179.458
0	14	7	30.3575	178.812
0	14	8	30.3732	178.167
0	14	9	30.392	177.522
0	14	10	30.4139	176.877
0	14	11	30.4391	176.233
0	14	12	30.4674	175.59
0	14	13	30.4989	174.948
0	14	14	30.5335	174.307
0	14	15	30.5712	173.667
0	14	16	30.6121	173.029
0	14	17	30.6561	172.392
0	14	18	30.7032	171.757
0	14	19	30.7533	171.124
0	14	20	30.8065	170.493
0	14	21	30.8627	169.865
0	14	22	30.922	169.238
0	14	23	30.9842	168.614
0	14	24	31.0493	167.993
0	14	25	31.1174	167.375
0	14	26	31.1884	166.759
0	14	27	31.2623	166.146
0	14	28	31.339	165.537
0	14	29	31.4185	164.93
0	14	30	31.5007	164.327
0	14	31	31.5857	163.728
0	15	0	30.6631	-176.688
0	15	1	30.6567	-177.326
0	15	2	30.6535	-177.964
0	15	3	30.6534	-178.602
0	15	4	30.6564	-179.241
0	15	5	30.6625	-179.881
0	15	6	30.6718	179.48
0	15	7	30.6842	178.84
0	15	8	30.6998	178.201
0	15	9	30.7185	177.562
0	15	10	30.7403	176.923
0	15	11	30.7653	176.285
0	15	12	30.7933	175.648
0	15	13	30.8245	175.012
0	15	14	30.8589	174.377
0	15	15	30.8963	173.743
0	15	16	30.9368	173.111
0	15	17	30.9803	172.48
0	15	18	31.0269	171.851
0	15	19	31.0766	171.224
0	15	20	31.1292	170.599
0	15	21	31.1849	169.976
0	15	22	31.2435	169.355
0	15	23	31.3051	168.737
0	15	24	31.3696	168.121
0	15	25	31.4369	167.508
0	15	26	31.5072	166.897
0	15	27	31.5803	166.29
0	15	28	31.6561	165.685
0	15	29	31.7348	165.084
0	15	30	31.8162	164.486
0	15	31	31.9003	163.891
0	16	0	30.9891	-176.703
0	16	1	30.983	-177.335
0	16	2	30.9799	-177.967
0	16	3	30.9799	-178.599
0	16	4	30.983	-179.232
0	16	5	30.9892	-179.865
0	16	6	30.9985	179.501
0	16	7	31.0109	178.868
0	16	8	31.0264	178.234
0	16	9	31.045	177.601
0	16	10	31.0667	176.969
0	16	11	31.0915	176.337
0	16	12	31.1193	175.706
0	16	13	31.1503	175.076
0	16	14	31.1843	174.446
0	16	15	31.2214	173.819
0	16	16	31.2615	173.192
0	16	17	31.3046	172.567
0	16	18	31.3508	171.944
0	16	19	31.3999	171.322
0	16	20	31.4521	170.703
0	16	21	31.5071	170.085
0	16	22	31.5652	169.47
0	16	23	31.6261	168.857
0	16	24	31.6899	168.246
0	16	25	31.7566	167.638
0	16	26	31.8261	167.033
0	16	27	31.8984	166.431
0	16	28	31.9735	165.831
0	16	29	32.0513	165.235
0	16	30	32.1319	164.642
0	16	31	32.2151	164.052
0	17	0	31.3151	-176.718
0	17	1	31.3092	-177.343
0	17	2	31.3063	-177.969
0	17	3	31.3065	-178.596
0	17	4	31.3097	-179.223
0	17	5	31.316	-179.85
0	17	6	31.3253	179.522
0	17	7	31.3376	178.894
0	17	8	31.3531	178.267
0	17	9	31.3716	177.64
0	17	10	31.3931	177.013
0	17	11	31.4177	176.387
0	17	12	31.4454	175.762
0	17	13	31.476	175.138
0	17	14	31.5098	174.514
0	17	15	31.5465	173.892
0	17	16	31.5862	173.272
0	17	17	31.629	172.652
0	17	18	31.6747	172.034
0	17	19	31.7234	171.419
0	17	20	31.775	170.804
0	17	21	31.8295	170.192
0	17	22	31.8869	169.582
0	17	23	31.9473	168.975
0	17	24	32.0104	168.369
0	17	25	32.0764	167.767
0	17	26	32.1452	167.167
0	17	27	32.2168	166.569
0	17	28	32.2911	165.975
0	17	29	32.3681	165.383
0	17	30	32.4478	164.795
0	17	31	32.5301	164.209
0	18	0	31.6412	-176.733
0	18	1	31.6355	-177.352
0	18	2	31.6328	-177.972
0	18	3	31.6331	-178.593
0	18	4	31.6364	-179.214
0	18	5	31.6427	-179.836
0	18	6	31.652	179.543
0	18	7	31.6644	178.921
0	18	8	31.6797	178.299
0	18	9	31.6981	177.678
0	18	10	31.7195	177.057
0	18	11	31.744	176.437
0	18	12	31.7714	175.818
0	18	13	31.8018	175.199
0	18	14	31.8353	174.581
0	18	15	31.8717	173.965
0	18	16	31.911	173.35
0	18	17	31.9534	172.736
0	18	18	31.9986	172.124
0	18	19	32.0468	171.513
0	18	20	32.0979	170.904
0	18	21	32.1519	170.298
0	18	22	32.2088	169.693
0	18	23	32.2685	169.091
0	18	24	32.331	168.49
0	18	25	32.3963	167.893
0	18	26	32.4644	167.298
0	18	27	32.5352	166.705
0	18	28	32.6087	166.116
0	18	29	32.6849	165.529
0	18	30	32.7638	164.945
0	18	31	32.8453	164.364
0	19	0	31.9672	-176.747
0	19	1	31.9617	-177.36
0	19	2	31.9591	-177.975
0	19	3	31.9596	-178.59
0	19	4	31.963	-179.206
0	19	5	31.9693	-179.821
0	19	6	31.9787	179.563
0	19	7	31.991	178.947
0	19	8	32.0064	178.331
0	19	9	32.0247	177.715
0	19	10	32.0459	177.1
0	19	11	32.0702	176.486
0	19	12	32.0974	175.872
0	19	13	32.1276	175.259
0	19	14	32.1607	174.647
0	19	15	32.1968	174.036
0	19	16	32.2359	173.426
0	19	17	32.2778	172.818
0	19	18	32.3226	172.211
0	19	19	32.3704	171.606
0	19	20	32.421	171.003
0	19	21	32.4744	170.401
0	19	22	32.5307	169.802
0	19	23	32.5898	169.204
0	19	24	32.6517	168.609
0	19	25	32.7163	168.017
0	19	26	32.7837	167.427
0	19	27	32.8538	166.839
0	19	28	32.9265	166.254
0	19	29	33.0019	165.672
0	19	30	33.08	165.093
0	19	31	33.1606	164.517
0	20	0	32.2931	-176.761
0	20	1	32.2878	-177.369
0	20	2	32.2855	-177.978
0	20	3	32.286	-178.587
0	20	4	32.2895	-179.197
0	20	5	32.296	-179.807
0	20	6	32.3053	179.583
0	20	7	32.3177	178.972
0	20	8	32.3329	178.362
0	20	9	32.3511	177.752
0	20	10	32.3723	177.143
0	20	11	32.3964	176.534
0	20	12	32.4234	175.925
0	20	13	32.4533	175.318
0	20	14	32.4862	174.711
0	20	15	32.522	174.106
0	20	16	32.5607	173.501
0	20	17	32.6022	172.898
0	20	18	32.6466	172.297
0	20	19	32.6939	171.697
0	20	20	32.744	171.099
0	20	21	32.7969	170.503
0	20	22	32.8527	169.908
0	20	23	32.9111	169.316
0	20	24	32.9724	168.726
0	20	25	33.0364	168.138
0	20	26	33.1031	167.553
0	20	27	33.1724	166.97
0	20	28	33.2444	166.39
0	20	29	33.3191	165.813
0	20	30	33.3963	165.238
0	20	31	33.4761	164.667
0	21	0	32.6189	-176.774
0	21	1	32.6139	-177.377
0	21	2	32.6117	-177.98
0	21	3	32.6124	-178.584
0	21	4	32.616	-179.189
0	21	5	32.6225	-179.793
0	21	6	32.6319	179.602
0	21	7	32.6442	178.997
0	21	8	32.6594	178.392
0	21	9	32.6776	177.788
0	21	10	32.6986	177.184
0	21	11	32.7225	176.58
0	21	12	32.7493	175.978
0	21	13	32.779	175.376
0	21	14	32.8116	174.774
0	21	15	32.8471	174.174
0	21	16	32.8854	173.575
0	21	17	32.9266	172.978
0	21	18	32.9706	172.381
0	21	19	33.0174	171.787
0	21	20	33.067	171.194
0	21	21	33.1194	170.603
0	21	22	33.1746	170.013
0	21	23	33.2325	169.426
0	21	24	33.2931	168.841
0	21	25	33.3565	168.258
0	21	26	33.4225	167.678
0	21	27	33.4911	167.099
0	21	28	33.5624	166.524
0	21	29	33.6362	165.951
0	21	30	33.7127	165.381
0	21	31	33.7916	164.814
0	22	0	32.9447	-176.788
0	22	1	32.9399	-177.385
0	22	2	32.9378	-177.983
0	22	3	32.9387	-178.581
0	22	4	32.9424	-179.18
0	22	5	32.949	-179.78
0	22	6	32.9584	179.621
0	22	7	32.9707	179.022
0	22	8	32.9858	178.422
0	22	9	33.0039	177.823
0	22	10	33.0248	177.225
0	22	11	33.0486	176.627
0	22	12	33.0752	176.029
0	22	13	33.1047	175.432
0	22	14	33.137	174.836
0	22	15	33.1721	174.242
0	22	16	33.2101	173.648
0	22	17	33.2509	173.055
0	22	18	33.2945	172.464
0	22	19	33.3409	171.875
0	22	20	33.39	171.287
0	22	21	33.4419	170.701
0	22	22	33.4966	170.116
0	22	23	33.5539	169.534
0	22	24	33.6139	168.954
0	22	25	33.6766	168.376
0	22	26	33.7419	167.8
0	22	27	33.8099	167.226
0	22	28	33.8804	166.656
0	22	29	33.9535	166.087
0	22	30	34.0291	165.522
0	22	31	34.1073	164.959
0	23	0	33.2703	-176.801
0	23	1	33.2657	-177.393
0	23	2	33.2639	-177.985
0	23	3	33.2648	-178.579
0	23	4	33.2686	-179.172
0	23	5	33.2753	-179.766
0	23	6	33.2847	179.64
0	23	7	33.297	179.046
0	23	8	33.3121	178.452
0	23	9	33.3301	177.858
0	23	10	33.3509	177.265
0	23	11	33.3745	176.672
0	23	12	33.4009	176.08
0	23	13	33.4302	175.488
0	23	14	33.4622	174.897
0	23	15	33.4971	174.308
0	23	16	33.5348	173.719
0	23	17	33.5752	173.132
0	23	18	33.6184	172.546
0	23	19	33.6643	171.961
0	23	20	33.713	171.378
0	23	21	33.7644	170.797
0	23	22	33.8185	170.218
0	23	23	33.8752	169.64
0	23	24	33.9346	169.065
0	23	25	33.9967	168.491
0	23	26	34.0614	167.92
0	23	27	34.1286	167.351
0	23	28	34.1984	166.785
0	23	29	34.2708	166.221
0	23	30	34.3456	165.66
0	23	31	34.4229	165.101
0	24	0	33.5958	-176.814
0	24	1	33.5914	-177.401
0	24	2	33.5897	-177.988
0	24	3	33.5909	-178.576
0	24	4	33.5948	-179.164
0	24	5	33.6015	-179.753
0	24	6	33.6109	179.658
0	24	7	33.6232	179.069
0	24	8	33.6383	178.481
0	24	9	33.6562	177.892
0	24	10	33.6768	177.304
0	24	11	33.7003	176.716
0	24	12	33.7266	176.129
0	24	13	33.7556	175.543
0	24	14	33.7874	174.957
0	24	15	33.822	174.373
0	24	16	33.8593	173.789
0	24	17	33.8993	173.207
0	24	18	33.9421	172.626
0	24	19	33.9877	172.046
0	24	20	34.0359	171.468
0	24	21	34.0868	170.892
0	24	22	34.1403	170.317
0	24	23	34.1965	169.744
0	24	24	34.2553	169.174
0	24	25	34.3168	168.605
0	24	26	34.3808	168.038
0	24	27	34.4473	167.474
0	24	28	34.5164	166.912
0	24	29	34.588	166.353
0	24	30	34.6621	165.796
0	24	31	34.7387	165.241
0	25	0	33.9212	-176.826
0	25	1	33.917	-177.408
0	25	2	33.9155	-177.99
0	25	3	33.9167	-178.573
0	25	4	33.9207	-179.157
0	25	5	33.9275	-179.74
0	25	6	33.937	179.676
0	25	7	33.9493	179.093
0	25	8	33.9643	178.509
0	25	9	33.9821	177.926
0	25	10	34.0027	177.343
0	25	11	34.026	176.76
0	25	12	34.052	176.178
0	25	13	34.0809	175.597
0	25	14	34.1124	175.016
0	25	15	34.1467	174.437
0	25	16	34.1837	173.858
0	25	17	34.2234	173.281
0	25	18	34.2658	172.705
0	25	19	34.3109	172.13
0	25	20	34.3586	171.557
0	25	21	34.409	170.985
0	25	22	34.4621	170.415
0	25	23	34.5177	169.847
0	25	24	34.576	169.281
0	25	25	34.6368	168.717
0	25	26	34.7002	168.155
0	25	27	34.766	167.595
0	25	28	34.8344	167.037
0	25	29	34.9053	166.482
0	25	30	34.9786	165.929
0	25	31	35.0544	165.379
0	26	0	34.2463	-176.839
0	26	1	34.2423	-177.416
0	26	2	34.241	-177.993
0	26	3	34.2424	-178.571
0	26	4	34.2465	-179.149
0	26	5	34.2533	-179.727
0	26	6	34.2629	179.694
0	26	7	34.2751	179.116
0	26	8	34.2901	178.537
0	26	9	34.3079	177.959
0	26	10	34.3283	177.381
0	26	11	34.3515	176.803
0	26	12	34.3774	176.226
0	26	13	34.406	175.65
0	26	14	34.4373	175.074
0	26	15	34.4713	174.499
0	26	16	34.5079	173.926
0	26	17	34.5473	173.353
0	26	18	34.5893	172.782
0	26	19	34.634	172.212
0	26	20	34.6813	171.644
0	26	21	34.7312	171.077
0	26	22	34.7837	170.511
0	26	23	34.8388	169.948
0	26	24	34.8965	169.386
0	26	25	34.9567	168.826
0	26	26	35.0194	168.269
0	26	27	35.0847	167.713
0	26	28	35.1524	167.16
0	26	29	35.2225	166.609
0	26	30	35.2951	166.061
0	26	31	35.3701	165.515
0	27	0	34.5713	-176.851
0	27	1	34.5675	-177.423
0	27	2	34.5663	-177.995
0	27	3	34.5679	-178.568
0	27	4	34.5721	-179.141
0	27	5	34.5789	-179.715
0	27	6	34.5885	179.712
0	27	7	34.6008	179.138
0	27	8	34.6158	178.564
0	27	9	34.6334	177.991
0	27	10	34.6537	177.418
0	27	11	34.6768	176.845
0	27	12	34.7025	176.273
0	27	13	34.7309	175.702
0	27	14	34.7619	175.131
0	27	15	34.7957	174.561
0	27	16	34.832	173.992
0	27	17	34.871	173.425
0	27	18	34.9127	172.858
0	27	19	34.9569	172.293
0	27	20	35.0038	171.729
0	27	21	35.0533	171.167
0	27	22	35.1053	170.606
0	27	23	35.1598	170.047
0	27	24	35.2169	169.49
0	27	25	35.2765	168.935
0	27	26	35.3387	168.381
0	27	27	35.4032	167.83
0	27	28	35.4702	167.281
0	27	29	35.5397	166.734
0	27	30	35.6115	166.19
0	27	31	35.6857	165.648
0	28	0	34.896	-176.863
0	28	1	34.8924	-177.43
0	28	2	34.8914	-177.998
0	28	3	34.8931	-178.566
0	28	4	34.8974	-179.134
0	28	5	34.9044	-179.702
0	28	6	34.914	179.729
0	28	7	34.9262	179.16
0	28	8	34.9412	178.591
0	28	9	34.9587	178.023
0	28	10	34.979	177.455
0	28	11	35.0019	176.887
0	28	12	35.0274	176.319
0	28	13	35.0556	175.753
0	28	14	35.0864	175.187
0	28	15	35.1199	174.622
0	28	16	35.1559	174.058
0	28	17	35.1946	173.495
0	28	18	35.2359	172.933
0	28	19	35.2797	172.372
0	28	20	35.3262	171.813
0	28	21	35.3751	171.255
0	28	22	35.4266	170.699
0	28	23	35.4807	170.144
0	28	24	35.5372	169.592
0	28	25	35.5963	169.041
0	28	26	35.6577	168.492
0	28	27	35.7217	167.945
0	28	28	35.788	167.4
0	28	29	35.8567	166.858
0	28	30	35.9278	166.317
