*Tele   CsI  Peak     Voltage     Channel
0 0  1 0.01 78.356
0 0  1 0.019 83.413
0 0  2 0.028 88.441
0 0  3 0.037 93.632
0 0  4 0.046 98.863
0 0  5 0.055 104.192
0 0  6 0.064 109.555
0 0  7 0.073 114.892
0 0  8 0.082 120.283
0 0  9 0.091 125.732
0 0  10 0.1 131
0 0  11 0.149 160.3
0 0  12 0.198 190.9
0 0  13 0.247 220.4
0 0  14 0.296 250.9
0 0  15 0.345 280.4
0 0  16 0.394 310.8
0 0  17 0.443 340.3
0 0  18 0.492 370.6
0 0  19 0.541 400.5
0 0  20 0.59 430.2
0 0  21 0.639 460.6
0 0  22 0.688 489.7
0 0  23 0.737 520
0 0  24 0.786 549.3
0 0  25 0.835 579.5
0 0  26 0.884 608.7
0 0  27 0.933 638.8
0 0  28 0.982 667.9
0 0  29 1.031 697.4
0 0  30 1.08 727
0 0  31 1.129 755.4
0 0  32 1.178 784.3
0 0  33 1.227 812
0 0  34 1.276 840.4
0 0  35 1.325 867.8
0 0  36 1.374 895.4
0 0  37 1.423 922.9
0 0  38 1.472 949.2
0 0  39 1.521 976.5
0 0  40 1.57 1002.5
0 0  41 1.619 1029.3
0 0  42 1.668 1056
0 0  43 1.717 1081.6
0 0  44 1.766 1108.1
0 0  45 1.815 1134.3
0 0  46 1.864 1159.9
0 0  47 1.913 1186.2
0 0  48 1.962 1211.5
0 0  49 2.011 1237.6
0 0  50 2.06 1263.7
0 0  51 2.109 1288.7
0 0  52 2.158 1314.8
0 0  53 2.207 1339.9
0 0  54 2.256 1365.8
0 0  55 2.305 1391.8
0 0  56 2.354 1416.7
0 0  57 2.403 1442.5
0 0  58 2.452 1467.7
0 0  59 2.501 1493.2
0 0  60 2.55 1519.1
0 0  61 2.599 1543.9
0 0  62 2.648 1569.7
0 0  63 2.697 1595.5
0 0  64 2.746 1620.2
0 0  65 2.795 1646
0 0  66 2.844 1670.7
0 0  67 2.893 1696.5
0 0  68 2.942 1722.3
0 0  69 2.991 1747
0 0  70 3.04 1772.7
0 0  71 3.089 1798.4
0 0  72 3.138 1823.1
0 0  73 3.187 1848.7
0 0  74 3.236 1873.4
0 0  75 3.285 1899.1
0 0  76 3.334 1924.6
0 0  77 3.383 1949.3
0 0  78 3.432 1974.9
0 0  79 3.481 2000.2
0 0  80 3.53 2025.1
0 0  81 3.579 2050.7
0 0  82 3.628 2075.3
0 0  83 3.677 2100.9
0 0  84 3.726 2126.5
0 0  85 3.775 2151.1
0 0  86 3.824 2176.7
0 0  87 3.873 2201.2
0 0  88 3.922 2226.7
0 0  89 3.971 2252.3
0 0  90 4.02 2276.8
0 0  91 4.069 2302.4
0 0  92 4.118 2327.9
0 0  93 4.167 2352.4
0 0  94 4.216 2377.9
0 0  95 4.265 2402.4
0 0  96 4.314 2428
0 0  97 4.363 2453.4
0 0  98 4.412 2477.8
0 0  99 4.461 2503.3
0 0  100 4.51 2528.9
0 0  101 4.559 2553.3
0 0  102 4.608 2578.6
0 0  103 4.657 2603
0 0  104 4.706 2628.5
0 0  105 4.755 2653.8
0 0  106 4.804 2678.3
0 0  107 4.853 2703.6
0 0  108 4.902 2729.2
0 1  1 0.01 66.28
0 1  2 0.019 70.283
0 1  3 0.028 75.236
0 1  4 0.037 80.273
0 1  5 0.046 85.467
0 1  6 0.055 90.597
0 1  7 0.064 95.912
0 1  8 0.073 101.073
0 1  9 0.082 106.315
0 1  10 0.091 111.63
0 1  11 0.1 116.7
0 1  12 0.149 145.2
0 1  13 0.198 174.9
0 1  14 0.247 203.8
0 1  15 0.296 233.6
0 1  16 0.345 263.3
0 1  17 0.394 291.9
0 1  18 0.443 321.7
0 1  19 0.492 350.2
0 1  20 0.541 379.9
0 1  21 0.59 408.5
0 1  22 0.639 438.1
0 1  23 0.688 467.3
0 1  24 0.737 496
0 1  25 0.786 525.6
0 1  26 0.835 554.1
0 1  27 0.884 583.6
0 1  28 0.933 611.9
0 1  29 0.982 641.1
0 1  30 1.031 669.1
0 1  31 1.08 698
0 1  32 1.129 726.6
0 1  33 1.178 753.8
0 1  34 1.227 782
0 1  35 1.276 808.5
0 1  36 1.325 836
0 1  37 1.374 863.1
0 1  38 1.423 889
0 1  39 1.472 915.6
0 1  40 1.521 941.3
0 1  41 1.57 967.6
0 1  42 1.619 993.7
0 1  43 1.668 1018.8
0 1  44 1.717 1044.7
0 1  45 1.766 1069.6
0 1  46 1.815 1095.4
0 1  47 1.864 1121.1
0 1  48 1.913 1145.8
0 1  49 1.962 1171.5
0 1  50 2.011 1197
0 1  51 2.06 1221.5
0 1  52 2.109 1246.9
0 1  53 2.158 1271.2
0 1  54 2.207 1296.8
0 1  55 2.256 1322.2
0 1  56 2.305 1346.5
0 1  57 2.354 1371.8
0 1  58 2.403 1397
0 1  59 2.452 1421.3
0 1  60 2.501 1446.5
0 1  61 2.55 1470.6
0 1  62 2.599 1496
0 1  63 2.648 1521.1
0 1  64 2.697 1545.3
0 1  65 2.746 1570.4
0 1  66 2.795 1595.7
0 1  67 2.844 1619.8
0 1  68 2.893 1644.9
0 1  69 2.942 1669.1
0 1  70 2.991 1694.2
0 1  71 3.04 1719.4
0 1  72 3.089 1743.4
0 1  73 3.138 1768.5
0 1  74 3.187 1793.6
0 1  75 3.236 1817.6
0 1  76 3.285 1842.7
0 1  77 3.334 1867.3
0 1  78 3.383 1891.7
0 1  79 3.432 1916.8
0 1  80 3.481 1940.7
0 1  81 3.53 1965.7
0 1  82 3.579 1990.6
0 1  83 3.628 2014.6
0 1  84 3.677 2039.7
0 1  85 3.726 2064.7
0 1  86 3.775 2088.6
0 1  87 3.824 2113.6
0 1  88 3.873 2137.5
0 1  89 3.922 2162.5
0 1  90 3.971 2187.5
0 1  91 4.02 2211.4
0 1  92 4.069 2236.4
0 1  93 4.118 2261.4
0 1  94 4.167 2285.2
0 1  95 4.216 2310.1
0 1  96 4.265 2333.9
0 1  97 4.314 2359
0 1  98 4.363 2383.8
