*telescope      Si num    F(1)B(0)      Intercept            Slope  SaturationPoint    Para_constant      Para_Linear   Para_quadratic         CHI2dof
         0          11           0        74.1557          3.80128             1200               -1               -1               -1        0.0328838
         0          12           0        150.436          3.84809             1200               -1               -1               -1         0.148714
         0          13           0        112.082          3.81505             1200               -1               -1               -1        0.0474407
         0          14           0        132.511          3.77468             1200               -1               -1               -1        0.0360221
         0          15           0        111.477          3.86413             1200               -1               -1               -1        0.0544467
         0          16           0        227.282          3.85502             1200               -1               -1               -1        0.0708864
         0          17           0        117.721          3.84448          1502.25               -1               -1               -1        0.0597353
         0          18           0        166.297          3.85645          1502.29               -1               -1               -1         0.249751
         0          19           0        166.854          3.84125             1200               -1               -1               -1        0.0561394
         0          20           0        207.338          3.87115             1200               -1               -1               -1         0.117193
         0          21           0        201.547          3.87897             1200               -1               -1               -1        0.0595839
         0          22           0        178.039          3.81764          1502.06               -1               -1               -1          0.28217
         0          23           0        122.993          3.84285           1512.1               -1               -1               -1        0.0807302
         0          24           0        201.784          3.85427             1200               -1               -1               -1         0.132602
         0          25           0        218.695          3.81844          1502.16               -1               -1               -1        0.0851277
         0          26           0         226.81           3.8541          1524.98               -1               -1               -1        0.0857041
         0          27           0        150.717          3.83725          1502.52               -1               -1               -1         0.142875
         0          28           0          198.1          3.82489          1502.44               -1               -1               -1         0.301349
         0          29           0        119.285          3.75999          1977.71               -1               -1               -1         0.542798
         0          30           0        151.666          3.82479             1200               -1               -1               -1         0.181052
         0          31           0        189.706          3.88153           1506.1               -1               -1               -1         0.589443
         1           0           0        82.9375          3.84217             1200               -1               -1               -1         0.124798
         1           1           0        134.687          3.86894             1200               -1               -1               -1         0.107979
         1           2           0        79.7996          3.92323             1200               -1               -1               -1         0.084519
         1           3           0         34.638          3.86681          1501.84               -1               -1               -1         0.149034
         1           4           0        120.116          3.76096             1200               -1               -1               -1         0.127954
         1           5           0        169.554          3.92162             1200               -1               -1               -1        0.0495941
         1           6           0        76.1234          3.86487             1200               -1               -1               -1          0.15677
         1           7           0        104.155          3.91369          1501.53               -1               -1               -1        0.0997609
         1           8           0        97.2627          3.68515             1200               -1               -1               -1         0.113891
         1           9           0        114.197          3.86211             1200               -1               -1               -1         0.102617
         1          10           0        101.048          3.82006             1200               -1               -1               -1         0.164017
         1          11           0        43.4767          3.85033          1502.52               -1               -1               -1         0.214987
         1          12           0        108.372          3.83371             1200               -1               -1               -1         0.211901
         1          13           0        86.2486          3.84988          1685.51               -1               -1               -1          0.08476
         1          14           0        83.6357          3.82395          1500.96               -1               -1               -1         0.133544
         1          15           0        111.355          3.81897             1200               -1               -1               -1        0.0512268
         1          16           0        91.3852          3.75786          1518.04               -1               -1               -1         0.131742
         1          17           0        182.562          3.86003          1518.68               -1               -1               -1         0.115355
         1          18           0        126.567          3.78405             1200               -1               -1               -1          0.17925
         1          19           0        97.2679          3.79898             1200               -1               -1               -1        0.0417333
         1          20           0        156.857          3.78317             1200               -1               -1               -1         0.176176
         1          21           0        137.184          3.78569          1502.26               -1               -1               -1         0.514904
         1          22           0         135.19          3.76617             1200               -1               -1               -1         0.148502
         1          23           0        142.167          3.82808             1200               -1               -1               -1        0.0392133
         1          24           0        202.244           3.7812             1200               -1               -1               -1         0.134219
         1          25           0         59.711          3.80801          1502.36               -1               -1               -1        0.0736281
         1          26           0         109.02          3.76797             1200               -1               -1               -1         0.191982
         1          27           0         176.39          3.84282             1200               -1               -1               -1         0.099051
         1          28           0         143.14          3.81498          1605.46               -1               -1               -1         0.139964
         1          29           0         132.04          3.79901             1200               -1               -1               -1        0.0627749
         1          30           0        146.353          3.73263             1200               -1               -1               -1         0.216319
         1          31           0        115.572          3.83829          1520.18               -1               -1               -1         0.119085
         2           0           0        117.405          3.84269          1502.34               -1               -1               -1         0.245691
         2           1           0        136.656           3.8958             1200               -1               -1               -1        0.0903478
         2           2           0        146.856          3.86937             1200               -1               -1               -1        0.0975152
         2           3           0        37.3419          3.85942           1501.4               -1               -1               -1           0.1875
         2           4           0        195.116          3.88425           1521.6               -1               -1               -1         0.314106
         2           5           0        114.583          3.87872             1501               -1               -1               -1         0.154014
         2           6           0         168.95          3.86484             1200               -1               -1               -1         0.163979
         2           7           0        111.881          3.89062             1200               -1               -1               -1         0.101173
         2           8           0        130.065           3.8884          1502.19               -1               -1               -1         0.135134
         2           9           0        47.7537          3.89325             1200               -1               -1               -1         0.125883
         2          10           0        95.0162          3.79402          1501.86               -1               -1               -1         0.126815
         2          11           0        101.418          3.88504             1200               -1               -1               -1         0.102669
         2          12           0        116.835          3.85135          1502.21               -1               -1               -1         0.145824
         2          13           0        95.3867          3.88322             1200               -1               -1               -1         0.130568
         2          14           0        199.955           3.8409             1500               -1               -1               -1         0.105624
         2          15           0        63.3624          3.86112          1520.14               -1               -1               -1         0.123072
         2          16           0        156.194          3.91495           1502.1               -1               -1               -1         0.139275
         2          17           0         79.132          3.86771             1200               -1               -1               -1         0.150339
         2          18           0        48.7476          3.77093             1200               -1               -1               -1         0.142187
         2          19           0        26.9134          3.82423          1501.98               -1               -1               -1         0.111018
         2          20           0        166.875          3.85179          1529.27               -1               -1               -1         0.151564
         2          21           0        115.922          3.84231             1200               -1               -1               -1        0.0873266
         2          22           0        134.375          3.82944             1200               -1               -1               -1         0.141453
         2          23           0        57.3493          3.86051             1200               -1               -1               -1         0.198479
         2          24           0        123.364          3.78405             1200               -1               -1               -1         0.104323
         2          25           0        47.1247          3.88413          1509.47               -1               -1               -1         0.154867
         2          26           0        179.527          3.84579             1200               -1               -1               -1         0.178761
         2          27           0        58.4339          3.86223             1200               -1               -1               -1         0.116891
         2          28           0        131.373          3.82637             1200               -1               -1               -1        0.0450463
         2          29           0        121.088          3.84633             1200               -1               -1               -1         0.097024
         2          30           0        166.435           3.8497             1200               -1               -1               -1          0.12506
         2          31           0        79.8855          3.87946          1501.84               -1               -1               -1         0.178442
         3           0           0        78.8099          3.84796          1520.95               -1               -1               -1         0.258058
         3           1           0        163.463          3.86309          1520.36               -1               -1               -1         0.199262
         3           2           0        154.611          3.90589          1502.56               -1               -1               -1          0.15163
         3           3           0        148.981          3.80914             1200               -1               -1               -1         0.060551
         3           4           0        133.178          3.85183          1501.19               -1               -1               -1          0.19465
         3           5           0        204.618          3.87906             1200               -1               -1               -1        0.0779061
         3           6           0        234.143              6.3          1158.28               -1               -1               -1              inf
         3           7           0        194.118              9.7           1164.4               -1               -1               -1             -nan
         3           8           0        104.995          3.84795             1200               -1               -1               -1        0.0363554
         3           9           0              0                0             1500               -1               -1               -1             -nan
         3          10           0        89.2225          4.99768          1158.28               -1               -1               -1         0.830042
         3          11           0        197.207          3.85621          1520.61               -1               -1               -1         0.145285
         3          12           0        50.5003          3.88488          1502.63               -1               -1               -1         0.351372
         3          13           0        140.614          3.82636             1200               -1               -1               -1        0.0833592
         3          14           0        160.861          3.86351          1502.62               -1               -1               -1         0.164925
         3          15           0         214.92          3.80063             1200               -1               -1               -1         0.057303
         3          16           0        166.763          3.78395             1200               -1               -1               -1        0.0659679
         3          17           0        195.532          3.82576          1501.52               -1               -1               -1         0.123841
         3          18           0         80.117          3.80977             1200               -1               -1               -1         0.075724
         3          19           0        178.248          3.83774             1200               -1               -1               -1        0.0828471
         3          20           0        152.246            3.869          1502.05               -1               -1               -1         0.286677
         3          21           0         104.79          3.79493             1200               -1               -1               -1        0.0732495
         3          22           0        178.202          3.83456             1200               -1               -1               -1         0.122759
         3          23           0        202.473          3.84394          1502.52               -1               -1               -1         0.112533
         3          24           0        113.778          3.80187             1200               -1               -1               -1         0.116722
         3          25           0         213.24           3.8793             1200               -1               -1               -1        0.0684962
         3          26           0        175.134          3.70002          2140.36               -1               -1               -1          7.35514
         3          27           0        173.818          3.86853          2149.78               -1               -1               -1          0.16522
         3          28           0         121.41          3.84136             1200               -1               -1               -1         0.181563
         3          29           0        148.909          3.83033             1500               -1               -1               -1        0.0816635
         3          30           0        168.496          3.85002             1200               -1               -1               -1          0.16209
         3          31           0        233.862          3.84075             1200               -1               -1               -1        0.0835542
         4           0           0        169.609          3.79767             1200               -1               -1               -1        0.0480409
         4           1           0        113.421           3.8516             1500               -1               -1               -1         0.108561
         4           2           0        88.2136          3.83221             1200               -1               -1               -1          0.12039
         4           3           0        56.2933          3.87516             1200               -1               -1               -1        0.0892153
         4           4           0        106.931          3.79452             1200               -1               -1               -1         0.149345
         4           5           0        23.2646          3.82277             1200               -1               -1               -1         0.071941
         4           6           0        28.9074          3.89837          2134.86               -1               -1               -1         0.244107
         4           7           0        158.986          3.90783             1200               -1               -1               -1        0.0758607
         4           8           0        55.9709          3.85212             1200               -1               -1               -1          0.13411
         4           9           0        80.7404           3.8879             1200               -1               -1               -1         0.054838
         4          10           0         83.705          3.80354             1200               -1               -1               -1         0.245948
         4          11           0        121.201          3.86562          1502.13               -1               -1               -1        0.0797266
         4          12           0        107.353          3.83201          1502.37               -1               -1               -1         0.181012
         4          13           0        41.9094          3.89188          1517.34               -1               -1               -1         0.141423
         4          14           0         85.616          3.89073             1200               -1               -1               -1         0.119762
         4          15           0        71.0536          3.87506             1200               -1               -1               -1        0.0746975
         4          16           0        151.597          3.74459          1733.27               -1               -1               -1           1.3063
         4          17           0        162.394          3.84477          1502.21               -1               -1               -1        0.0714738
         4          18           0        126.728          3.90137          1502.13               -1               -1               -1         0.108994
         4          19           0         77.225          3.84229          1613.95               -1               -1               -1        0.0865846
         4          20           0         120.49          3.87432             1200               -1               -1               -1         0.139533
         4          21           0        108.852          3.86864          1502.03               -1               -1               -1         0.101713
         4          22           0        43.7173          3.87099          1502.67               -1               -1               -1         0.215441
         4          23           0        77.7694          3.86795             1200               -1               -1               -1        0.0799306
         4          24           0        197.609          3.87449          1502.54               -1               -1               -1         0.135033
         4          25           0        64.4525          3.86928             1200               -1               -1               -1        0.0788671
         4          26           0        157.699          3.88985          1501.89               -1               -1               -1        0.0941477
         4          27           0        81.2917          3.85173             1200               -1               -1               -1        0.0974287
         4          28           0        93.0449          3.85263          1501.53               -1               -1               -1         0.176515
         4          29           0        106.237          3.89113             1200               -1               -1               -1        0.0756488
         4          30           0        176.722          3.84397             1200               -1               -1               -1         0.138544
         4          31           0        26.8303          3.83851             1200               -1               -1               -1        0.0738425
         5           0           0        117.601          3.80079             1200               -1               -1               -1        0.0579524
         5           1           0        97.7517          3.83361             1200               -1               -1               -1        0.0417246
         5           2           0        114.317          3.84608             1200               -1               -1               -1        0.0885672
         5           3           0        110.006           3.8675          1501.96               -1               -1               -1         0.146163
         5           4           0        187.285          3.85095             1200               -1               -1               -1        0.0741881
         5           5           0        110.706          3.90758             1200               -1               -1               -1        0.0871149
         5           6           0        180.789          3.91143             1200               -1               -1               -1        0.0451622
         5           7           0         165.35          3.85454          1805.53               -1               -1               -1         0.355764
         5           8           0        109.039          3.87039          1502.01               -1               -1               -1         0.226998
         5           9           0         192.02          3.91148             1200               -1               -1               -1        0.0910502
         5          10           0        178.151          3.85569             1200               -1               -1               -1         0.120123
         5          11           0        203.569          3.86515             1200               -1               -1               -1        0.0917449
         5          12           0        136.402          3.81525          1502.98               -1               -1               -1         0.108434
         5          13           0        120.375          3.87809             1200               -1               -1               -1        0.0553878
         5          14           0        141.063          3.78755             1200               -1               -1               -1        0.0730037
         5          15           0        104.103          3.87007             1200               -1               -1               -1        0.0993881
         5          16           0        133.531          3.87212             1200               -1               -1               -1         0.129233
         5          17           0        166.755          3.84571             1200               -1               -1               -1        0.0808959
         5          18           0        196.914          3.87533             1200               -1               -1               -1         0.102867
         5          19           0        118.981          3.79907             1200               -1               -1               -1        0.0638483
         5          20           0        153.702          3.84988             1200               -1               -1               -1         0.067309
         5          21           0          249.7          3.94459           2148.1               -1               -1               -1         0.590374
         5          22           0        130.603          3.85504             1200               -1               -1               -1         0.132847
         5          23           0        191.151          3.88104          1503.38               -1               -1               -1         0.141237
         5          24           0        181.777          3.84353             1200               -1               -1               -1        0.0734687
         5          25           0        155.978          3.82962          1501.11               -1               -1               -1         0.070085
         5          26           0        145.429          3.80289          1502.15               -1               -1               -1         0.105235
         5          27           0        202.533          3.88752             1200               -1               -1               -1         0.073799
         5          28           0        201.184          3.83954             1200               -1               -1               -1        0.0823995
         5          29           0        120.806          3.85709          1502.47               -1               -1               -1         0.115259
         5          30           0         252.24          3.78771             1200               -1               -1               -1        0.0708767
         5          31           0        166.573          3.74298             1200               -1               -1               -1        0.0943354
         6           0           0        81.4741          3.83831             1200               -1               -1               -1        0.0725833
         6           1           0        60.1342          3.82565             1200               -1               -1               -1           0.1028
         6           2           0          170.5          3.87691             1200               -1               -1               -1         0.151754
         6           3           0        204.448          3.91241             1200               -1               -1               -1        0.0930056
         6           4           0        127.471          3.85289             1200               -1               -1               -1        0.0936935
         6           5           0        133.161          3.85718             1200               -1               -1               -1         0.147662
         6           6           0         152.69          3.87718          1502.64               -1               -1               -1         0.112646
         6           7           0        104.367          3.81191             1200               -1               -1               -1        0.0580282
         6           8           0        142.648          3.81443          1503.24               -1               -1               -1         0.322431
         6           9           0        116.639          3.88543             1200               -1               -1               -1         0.144537
         6          10           0        130.279          3.85573          1501.02               -1               -1               -1         0.175363
         6          11           0        115.903          3.82465             1200               -1               -1               -1        0.0993168
         6          12           0        151.394          3.78827          1500.93               -1               -1               -1         0.408219
         6          13           0         58.538          3.87861             1200               -1               -1               -1        0.0938523
         6          14           0        139.176          3.83487          1501.01               -1               -1               -1         0.193536
         6          15           0        89.9713          3.83064             1200               -1               -1               -1        0.0912214
         6          16           0        34.3612          3.81936          1502.11               -1               -1               -1         0.170173
         6          17           0        79.4371          3.82938             1200               -1               -1               -1        0.0895433
         6          18           0        115.775          3.80545             1200               -1               -1               -1        0.0543239
         6          19           0        114.115          3.83907          1507.14               -1               -1               -1         0.125865
         6          20           0        159.565          3.79971          1520.67               -1               -1               -1        0.0942562
         6          21           0         153.28          3.85265          1630.04               -1               -1               -1         0.196623
         6          22           0        71.8248          3.79977          1502.11               -1               -1               -1         0.172761
         6          23           0        164.521          3.83605          1517.28               -1               -1               -1         0.188121
         6          24           0        157.462          3.83671             1200               -1               -1               -1        0.0801966
         6          25           0        138.575          3.84767          1501.86               -1               -1               -1         0.253795
         6          26           0        195.851           3.8356          1502.36               -1               -1               -1         0.116804
         6          27           0        209.415          3.87136             1200               -1               -1               -1          0.10456
         6          28           0        139.314          3.81091          1753.31               -1               -1               -1         0.173625
         6          29           0        102.401          3.83505          1502.07               -1               -1               -1         0.144189
         6          30           0        146.363          3.76061           1502.4               -1               -1               -1         0.127357
         6          31           0        125.349          3.81285             1200               -1               -1               -1        0.0527541
         7           0           0        199.037          3.84743             1200               -1               -1               -1         0.745573
         7           1           0        102.166          3.82346          1524.99               -1               -1               -1           0.1688
         7           2           0        108.486          3.83265             1200               -1               -1               -1        0.0478361
         7           3           0        163.299          3.77876           1520.2               -1               -1               -1         0.889201
         7           4           0         148.66          3.77039          1502.15               -1               -1               -1          1.25673
         7           5           0        104.867          3.88994             1200               -1               -1               -1        0.0545536
         7           6           0         212.15          3.87412             1200               -1               -1               -1         0.162808
         7           7           0        73.7607          3.92653             1200               -1               -1               -1        0.0680468
         7           8           0        141.874          3.74838             1200               -1               -1               -1         0.634219
         7           9           0          47.63          3.86835             1200               -1               -1               -1         0.105871
         7          10           0        83.7421          3.82814          1512.03               -1               -1               -1         0.133135
         7          11           0        36.9682           3.8414          1567.54               -1               -1               -1         0.116074
         7          12           0        169.928          3.79727          1502.05               -1               -1               -1         0.431639
         7          13           0        89.2393           3.8519             1200               -1               -1               -1        0.0952398
         7          14           0        156.535          3.80655          1629.98               -1               -1               -1         0.416495
         7          15           0        123.734          3.70681             1200               -1               -1               -1         0.627723
         7          16           0        148.522          3.79771             1200               -1               -1               -1        0.0731208
         7          17           0        189.584          3.70101          1501.01               -1               -1               -1          1.58359
         7          18           0        125.732          3.64186             1200               -1               -1               -1          2.03382
         7          19           0        203.066          3.93026          1501.05               -1               -1               -1          1.09723
         7          20           0        191.563          3.78913             1200               -1               -1               -1        0.0877044
         7          21           0        171.474          3.90385             1200               -1               -1               -1        0.0456466
         7          22           0        120.486          3.91858             1200               -1               -1               -1           0.2257
         7          23           0        111.934          3.61944          1502.14               -1               -1               -1          3.39819
         7          24           0        129.969          3.74385             1200               -1               -1               -1         0.117632
         7          25           0        98.3513          3.84045           1501.4               -1               -1               -1         0.186695
         7          26           0        192.429          3.70382             1200               -1               -1               -1         0.587654
         7          27           0        79.2883          3.83562             1200               -1               -1               -1          0.11045
         7          28           0         140.34          3.82664             1200               -1               -1               -1        0.0757198
         7          29           0        76.8159          3.78175             1200               -1               -1               -1        0.0660236
         7          30           0        236.394          3.86851             1200               -1               -1               -1         0.274155
         7          31           0        108.813           3.8724          1501.01               -1               -1               -1         0.167058
         8           0           0        106.713           3.8629          1504.51               -1               -1               -1         0.304649
         8           1           0        165.429          3.82598             1200               -1               -1               -1         0.175755
         8           2           0        108.048          3.81922          1501.69               -1               -1               -1         0.136905
         8           3           0        149.947          3.79551             1200               -1               -1               -1         0.111731
         8           4           0        153.084          3.83241          1501.66               -1               -1               -1         0.140014
         8           5           0        124.735          3.85037             1200               -1               -1               -1         0.163421
         8           6           0        76.6601          3.86532             1200               -1               -1               -1         0.165697
         8           7           0        126.854          3.82463          1500.99               -1               -1               -1         0.229852
         8           8           0        140.967           3.8222             1200               -1               -1               -1         0.112399
         8           9           0        82.4803          3.83887             1200               -1               -1               -1         0.154852
         8          10           0        15.0917           3.8408          2144.85               -1               -1               -1         0.793999
         8          11           0        44.7395          3.84525             1200               -1               -1               -1         0.145408
         8          12           0        47.4893          3.78666             1200               -1               -1               -1         0.147735
         8          13           0          82.54          3.85918             1200               -1               -1               -1         0.199435
         8          14           0        106.468          3.79578          1502.89               -1               -1               -1          0.12926
         8          15           0        114.047           3.8385             1200               -1               -1               -1         0.150119
         8          16           0        93.8279          3.90268          1500.96               -1               -1               -1         0.307317
         8          17           0        117.592          3.82552          1502.39               -1               -1               -1         0.236624
         8          18           0        163.525          3.85735             1200               -1               -1               -1         0.159287
         8          19           0        103.756          3.80469             1200               -1               -1               -1         0.158056
         8          20           0        127.764          3.83202          1501.52               -1               -1               -1         0.147236
         8          21           0         162.79          3.84457             1200               -1               -1               -1         0.157661
         8          22           0        75.6352          3.81737             1200               -1               -1               -1         0.187723
         8          23           0        199.807          3.80969             1200               -1               -1               -1         0.122791
         8          24           0        190.851          3.87013             1200               -1               -1               -1         0.142246
         8          25           0        119.942          3.83518          1503.02               -1               -1               -1         0.208376
         8          26           0        144.013          3.78977             1200               -1               -1               -1         0.100715
         8          27           0        97.7834          3.86528          1536.94               -1               -1               -1           0.3235
         8          28           0        162.355          3.80331          1520.25               -1               -1               -1         0.147276
         8          29           0        166.391          3.81915             1200               -1               -1               -1        0.0871111
         8          30           0        98.1937          3.84195          1503.01               -1               -1               -1         0.296745
         8          31           0         105.98          3.80189          1522.15               -1               -1               -1         0.120485
         9           0           0        91.3558          3.88566             1200               -1               -1               -1          0.17091
         9           1           0        102.918          3.86728          1501.65               -1               -1               -1         0.146451
         9           2           0        174.742          3.64354             1200               -1               -1               -1          1.54326
         9           3           0        103.204          3.88082             1200               -1               -1               -1         0.187288
         9           4           0        189.788          3.86762             1200               -1               -1               -1         0.180943
         9           5           0        159.211          3.86396             1200               -1               -1               -1         0.158248
         9           6           0        126.987          3.84965             1200               -1               -1               -1         0.159246
         9           7           0        209.148          3.82159          1501.01               -1               -1               -1         0.673038
         9           8           0        72.7553          3.82945             1200               -1               -1               -1         0.191917
         9           9           0        142.276          3.83933          1502.17               -1               -1               -1         0.179459
         9          10           0        193.259          3.90395             1200               -1               -1               -1         0.155086
         9          11           0        111.319          3.82539             1200               -1               -1               -1         0.120289
         9          12           0         115.48          3.80271          1500.93               -1               -1               -1          1.39132
         9          13           0        69.0423          3.85189          1517.26               -1               -1               -1         0.215532
         9          14           0        121.328          3.81843             1200               -1               -1               -1         0.087931
         9          15           0        198.989          3.84596          1502.52               -1               -1               -1         0.153952
         9          16           0        108.592          3.31319             1200               -1               -1               -1          3.56083
         9          17           0        99.3653          3.83622           1583.5               -1               -1               -1         0.228504
         9          18           0        166.274          3.90302          1502.15               -1               -1               -1          0.65415
         9          19           0        203.175          3.77648             1200               -1               -1               -1         0.201853
         9          20           0        124.612          3.82153          1521.01               -1               -1               -1         0.166351
         9          21           0        218.672          3.93754             1200               -1               -1               -1         0.142615
         9          22           0        114.256          3.86307          1511.51               -1               -1               -1         0.272926
         9          23           0        161.511          3.78914             1200               -1               -1               -1         0.117869
         9          24           0        189.585          3.87488             1200               -1               -1               -1         0.263218
         9          25           0        154.262          3.85977             1200               -1               -1               -1         0.212852
         9          26           0        145.537          3.87016             1200               -1               -1               -1         0.189614
         9          27           0        142.728          3.77973          1514.21               -1               -1               -1          0.42527
         9          28           0        13.0077          3.83115          1520.15               -1               -1               -1         0.294187
         9          29           0        114.792          3.81737          1502.26               -1               -1               -1         0.131802
         9          30           0        185.791          3.87622             1200               -1               -1               -1        0.0948885
         9          31           0        147.432          3.87208          1501.52               -1               -1               -1         0.233076
        10           0           0        150.062          3.89161             1200               -1               -1               -1         0.204041
        10           1           0        184.121          3.81385             1200               -1               -1               -1         0.149319
        10           2           0        93.7854          3.86447             1200               -1               -1               -1         0.195494
        10           3           0        91.1176          3.85912             1200               -1               -1               -1         0.125783
        10           4           0        82.2713          3.84022             1200               -1               -1               -1         0.158033
        10           5           0        183.711          3.84303             1200               -1               -1               -1         0.129248
        10           6           0        200.024          3.87079             1500               -1               -1               -1         0.167194
        10           7           0        126.196          3.85449             1200               -1               -1               -1        0.0746658
        10           8           0        136.261           3.9028          1502.32               -1               -1               -1         0.404805
        10           9           0        89.6612           3.8757          2134.06               -1               -1               -1         0.622646
        10          10           0        107.714          3.84981          1502.03               -1               -1               -1         0.327729
        10          11           0        161.723          3.87451          1520.88               -1               -1               -1         0.207282
        10          12           0          169.1          3.83848          1501.88               -1               -1               -1         0.234295
        10          13           0        118.526          3.86296          1502.83               -1               -1               -1         0.153788
        10          14           0        143.638          3.84583             1200               -1               -1               -1         0.172361
        10          15           0        151.917           3.8594          1501.52               -1               -1               -1         0.199357
        10          16           0        123.925           3.7987             1200               -1               -1               -1         0.146994
        10          17           0        123.961          3.86988          2147.06               -1               -1               -1         0.577073
        10          18           0        85.9129          3.87359          1502.64               -1               -1               -1         0.553567
        10          19           0        88.3787          3.83492             1200               -1               -1               -1         0.104201
        10          20           0         92.259          3.84239             1200               -1               -1               -1         0.129501
        10          21           0         137.18          3.84109          1512.31               -1               -1               -1         0.234677
        10          22           0         125.07          3.84491             1200               -1               -1               -1         0.152206
        10          23           0        138.063          3.84834             1200               -1               -1               -1         0.138388
        10          24           0        205.078          3.86435          1503.13               -1               -1               -1         0.433065
        10          25           0         169.19          3.82163             1200               -1               -1               -1         0.115272
        10          26           0        139.394          3.83936             1200               -1               -1               -1         0.214808
        10          27           0        151.626          3.81971             1200               -1               -1               -1         0.175789
        10          28           0         181.21          3.82818             1500               -1               -1               -1         0.337141
        10          29           0        120.097          3.82465          1520.14               -1               -1               -1         0.164827
        10          30           0        171.982          3.82323          1501.06               -1               -1               -1         0.382061
        10          31           0        114.626          3.81803             1200               -1               -1               -1        0.0940799
        11           0           0         162.71           3.9155          1502.78               -1               -1               -1         0.287936
        11           1           0        108.708          3.83391             1200               -1               -1               -1          0.14145
        11           2           0         115.37          3.83646          1501.91               -1               -1               -1         0.164545
        11           3           0        162.789          3.84186             1200               -1               -1               -1         0.359625
        11           4           0        187.733          3.79052          1501.54               -1               -1               -1          2.36811
        11           5           0        103.112          3.85383             1200               -1               -1               -1         0.131105
        11           6           0        138.584          3.84889             1200               -1               -1               -1        0.0778651
        11           7           0        107.495          3.87976          1521.67               -1               -1               -1         0.418951
        11           8           0        86.9038           3.8809          1501.96               -1               -1               -1         0.386561
        11           9           0        57.2484          3.84311             1200               -1               -1               -1        0.0925611
        11          10           0        134.589           3.8075             1200               -1               -1               -1         0.226169
        11          11           0        137.496          3.81511             1200               -1               -1               -1         0.108983
        11          12           0         140.57          3.88483          1534.02               -1               -1               -1         0.344326
        11          13           0        152.088          3.85747             1200               -1               -1               -1         0.172021
        11          14           0        142.088          3.92592          1501.06               -1               -1               -1         0.223123
        11          15           0        132.277          3.82244             1200               -1               -1               -1        0.0888896
        11          16           0        99.7364          3.86679          1501.51               -1               -1               -1         0.136305
        11          17           0        103.887          3.84627             1200               -1               -1               -1         0.126703
        11          18           0        174.703          3.79845          1750.09               -1               -1               -1          2.07571
        11          19           0        87.4519          3.81807          1502.01               -1               -1               -1         0.462477
        11          20           0        235.549          4.05011          1536.82               -1               -1               -1         0.632313
        11          21           0        99.3781          3.81296             1200               -1               -1               -1         0.153092
        11          22           0        94.7192          3.84423             1200               -1               -1               -1          0.18941
        11          23           0        138.598          3.86313             1200               -1               -1               -1         0.161092
        11          24           0        139.478          3.85009             1200               -1               -1               -1         0.140134
        11          25           0        167.053          3.87408          1502.06               -1               -1               -1         0.462144
        11          26           0        119.546          3.84881             1200               -1               -1               -1         0.155828
        11          27           0        150.031          3.83345             1200               -1               -1               -1         0.136581
        11          28           0        204.309           3.8073             1200               -1               -1               -1         0.137532
        11          29           0        75.7811          3.84615           1666.4               -1               -1               -1         0.223552
        11          30           0        141.575          3.82427             1200               -1               -1               -1         0.173845
        11          31           0         211.62          3.84187             1200               -1               -1               -1         0.112839
